source,type,name,path_id,output,kind
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,Texture2D,hero_005,-1542821029483084554,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005.png,png
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,Material,hero_005_silhouette_Material,33897445554020721,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005_silhouette_Material.bin,raw
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,Material,hero_005_bg_Material,1249493151237344377,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005_bg_Material.bin,raw
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,Material,hero_005_fg_Material,3087440840514141791,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005_fg_Material.bin,raw
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,TextAsset,hero_005_fg.atlas,3371025383817312716,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005_fg.atlas.bytes,bytes
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,TextAsset,hero_005.atlas,5479556560135803907,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005.atlas.bytes,bytes
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,Texture2D,hero_005_silhouette,6226821245077675385,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005_silhouette.png,png
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,TextAsset,hero_005_silhouette.atlas,6438436362988399450,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005_silhouette.atlas.bytes,bytes
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,Texture2D,hero_005_fg,6576487345740499671,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005_fg.png,png
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,MonoBehaviour,hero_005_bg_SkeletonData,6653704259542871717,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005_bg_SkeletonData.bin,raw
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,MonoBehaviour,hero_005_silhouette_SkeletonData,6867960049174767090,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005_silhouette_SkeletonData.bin,raw
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,MonoBehaviour,hero_005_Atlas,7113088143204608456,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005_Atlas.bin,raw
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,MonoBehaviour,hero_005_fg_SkeletonData,7451593144305126926,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005_fg_SkeletonData.bin,raw
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,TextAsset,hero_005_bg.atlas,7811413986452236214,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005_bg.atlas.bytes,bytes
files\yoo\Default\BundleFiles\e1\e142aefe30d7727b58a79e487c52e19b\__data,TextAsset,hero_005_silhouette.skel,8769129018879975268,reverse-output\gacha-static\sample-export\e142aefe30d7727b58a79e487c52e19b\by_container\Assets\Game\RawAssets\Spine\Hero\hero_005\hero_005_silhouette.skel.bytes,bytes
