path,kind,node_path,component_id,game_object_name,script_guid,serialized_fields_present,fields,rect
Assets/Scenes/Reload.unity,Canvas,Canvas/UILoading,141,UILoading,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""10"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Reload.unity,Canvas,Canvas/UILoading/Loading_Type,142,Loading_Type,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""2"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Reload.unity,Canvas,Canvas/UILoading/Ver (1),143,Ver (1),,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""5"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 30.0, ""y"": 30.0}, ""pivot"": {""x"": 0.0, ""y"": 0.0}, ""size_delta"": {""x"": 500.0, ""y"": 60.0}}"
Assets/Scenes/Reload.unity,Canvas,Canvas,144,Canvas,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""0"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""10"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""1"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.0, ""y"": 0.0}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Reload.unity,Canvas,Canvas/UILoading/Ch,145,Ch,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""3"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.0}, ""anchor_min"": {""x"": 0.5, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": -180.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 100.0, ""y"": 0.0}}"
Assets/Scenes/Reload.unity,Canvas,Canvas/UILoading/LogoArea,146,LogoArea,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""3"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Reload.unity,Canvas,Canvas/UILoading/LoadingBar,147,LoadingBar,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""5"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.0}, ""anchor_min"": {""x"": 0.5, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 300.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 670.0, ""y"": 50.0}}"
Assets/Scenes/Reload.unity,CanvasScaler,Canvas,257,Canvas,6dfc8ec6aebac6665d9781d273993f23,False,{},"{""anchor_max"": {""x"": 0.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.0, ""y"": 0.0}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Reload.unity,SafeAreaComponent,Canvas/SafeArea,256,SafeArea,cedddb77dbd60a683455a2b226c5fd56,,{},"{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Reload.unity,SafeAreaRect,Canvas/SafeArea,,,,,{},"{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (6)/FX_ClearOne,7510,FX_ClearOne,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,UIStory/StoryGroup/StoryObjectCanvas,7511,StoryObjectCanvas,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""0"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 1080.0, ""y"": 2220.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (3)/FX_ClearOne,7512,FX_ClearOne,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIInGame/SubMapUI/UIEvent_SchoolUniform/AutoPosYSetting/PrefabParent/UIInGameSubMap_SchoolUniform/BlockGroup/RequiredGroup/Scroll View/Viewport/Content/UiListitem_EchoArchive_CollectBlock (8)/FX_ClearOne,7513,FX_ClearOne,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""0"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.5, ""y"": 0.5}, ""anchor_min"": {""x"": 0.5, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/UISceneLoading,7514,UISceneLoading,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""8"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,BGCanvas/SafeArea/BG_Bar,7515,BG_Bar,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""-10"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 1666.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIPopupManager/Effect,7516,Effect,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""8"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,BGCanvas/SafeArea/BG_Bar/IngameBG,7517,IngameBG,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""-9"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 0.5}, ""anchor_min"": {""x"": 0.0, ""y"": 0.5}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/TutorialManager,7518,TutorialManager,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""9"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,TouchEffectCanvas,7519,TouchEffectCanvas,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""0"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""19.9"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""1"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""5"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.0, ""y"": 0.0}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/UILoading/Loading_Type,7520,Loading_Type,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""2"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,BGCanvas,7521,BGCanvas,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""0"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""5"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""1"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""-10"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 0.0, ""y"": 0.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.0, ""y"": 0.0}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/SafeArea/UIPopupManager/Normal,7522,Normal,,,"{""m_AdditionalShaderChannelsFlag"": ""25"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""5"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,UIStory/StoryGroup/StoryObjectCanvas/StoryBGCanvas,7523,StoryBGCanvas,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""-5"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
Assets/Scenes/Game.unity,Canvas,Canvas/UILoading,7524,UILoading,,,"{""m_AdditionalShaderChannelsFlag"": ""0"", ""m_OverridePixelPerfect"": ""0"", ""m_OverrideSorting"": ""1"", ""m_PixelPerfect"": ""0"", ""m_PlaneDistance"": ""100"", ""m_ReceivesEvents"": ""1"", ""m_RenderMode"": ""2"", ""m_SortingLayerID"": ""0"", ""m_SortingOrder"": ""10"", ""m_TargetDisplay"": ""0"", ""m_UpdateRectTransformForStandalone"": ""0""}","{""anchor_max"": {""x"": 1.0, ""y"": 1.0}, ""anchor_min"": {""x"": 0.0, ""y"": 0.0}, ""anchored_position"": {""x"": 0.0, ""y"": 0.0}, ""pivot"": {""x"": 0.5, ""y"": 0.5}, ""size_delta"": {""x"": 0.0, ""y"": 0.0}}"
