category,character_id,asset_type,name,extension,size,path
maid_costume,01,Texture2D,Cos_Maid01_Casual_SD,.png,112208,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid01_Casual_SD.png
maid_costume,01,Texture2D,Cos_Maid01_Christmas01_LD,.png,2001417,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid01_Christmas01_LD.png
maid_costume,01,Texture2D,Cos_Maid01_Christmas01_SD,.png,123974,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid01_Christmas01_SD.png
maid_costume,01,Texture2D,Cos_Maid01_Summer01_LD,.png,1602157,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid01_Summer01_LD.png
maid_costume,01,Texture2D,Cos_Maid01_Summer01_SD,.png,166938,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid01_Summer01_SD.png
maid_costume,02,Texture2D,Cos_Maid02_Casual01_LD,.png,1763239,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid02_Casual01_LD.png
maid_costume,02,Texture2D,Cos_Maid02_Casual01_SD,.png,160806,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid02_Casual01_SD.png
maid_costume,02,Texture2D,Cos_Maid02_Christmas01_LD,.png,2123169,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid02_Christmas01_LD.png
maid_costume,02,Texture2D,Cos_Maid02_Christmas01_SD,.png,160895,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid02_Christmas01_SD.png
maid_costume,02,Texture2D,Cos_Maid02_Christmas_SD,.png,118569,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid02_Christmas_SD.png
maid_costume,02,Texture2D,Cos_Maid02_Halloween01_LD,.png,1692193,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid02_Halloween01_LD.png
maid_costume,02,Texture2D,Cos_Maid02_Halloween01_SD,.png,155372,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid02_Halloween01_SD.png
maid_costume,02,Texture2D,Cos_Maid02_Summer01_LD,.png,1919941,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid02_Summer01_LD.png
maid_costume,02,Texture2D,Cos_Maid02_Summer01_SD,.png,164182,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid02_Summer01_SD.png
maid_costume,03,Texture2D,Cos_Maid03_Casual01_SD,.png,126712,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid03_Casual01_SD.png
maid_costume,03,Texture2D,Cos_Maid03_Casual_LD,.png,1976051,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid03_Casual_LD.png
maid_costume,03,Texture2D,Cos_Maid03_Christmas01_LD,.png,1846974,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid03_Christmas01_LD.png
maid_costume,03,Texture2D,Cos_Maid03_Christmas01_SD,.png,152366,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid03_Christmas01_SD.png
maid_costume,03,Texture2D,Cos_Maid03_Christmas_SD,.png,125980,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid03_Christmas_SD.png
maid_costume,03,Texture2D,Cos_Maid03_Halloween01_LD,.png,1566319,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid03_Halloween01_LD.png
maid_costume,03,Texture2D,Cos_Maid03_Halloween01_SD,.png,167494,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid03_Halloween01_SD.png
maid_costume,03,Texture2D,Cos_Maid03_SchoolUniform01_LD,.png,1923397,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid03_SchoolUniform01_LD.png
maid_costume,03,Texture2D,Cos_Maid03_SchoolUniform01_SD,.png,168551,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid03_SchoolUniform01_SD.png
maid_costume,03,Texture2D,Cos_Maid03_Summer01_LD,.png,1624714,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid03_Summer01_LD.png
maid_costume,03,Texture2D,Cos_Maid03_Summer01_SD,.png,148209,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid03_Summer01_SD.png
maid_costume,04,Texture2D,Cos_Maid04_Band01_LD,.png,1908979,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid04_Band01_LD.png
maid_costume,04,Texture2D,Cos_Maid04_Band01_SD,.png,167995,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid04_Band01_SD.png
maid_costume,04,Texture2D,Cos_Maid04_Casual01_LD,.png,2233121,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid04_Casual01_LD.png
maid_costume,04,Texture2D,Cos_Maid04_Casual01_SD,.png,151890,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid04_Casual01_SD.png
maid_costume,04,Texture2D,Cos_Maid04_Christmas01_LD,.png,2008627,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid04_Christmas01_LD.png
maid_costume,04,Texture2D,Cos_Maid04_Christmas01_SD,.png,156851,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid04_Christmas01_SD.png
maid_costume,04,Texture2D,Cos_Maid04_Christmas_SD,.png,119429,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid04_Christmas_SD.png
maid_costume,04,Texture2D,Cos_Maid04_SchoolUniform01_LD,.png,1976034,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid04_SchoolUniform01_LD.png
maid_costume,04,Texture2D,Cos_Maid04_SchoolUniform01_SD,.png,152489,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid04_SchoolUniform01_SD.png
maid_costume,04,Texture2D,Cos_Maid04_Summer01_LD,.png,1791118,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid04_Summer01_LD.png
maid_costume,04,Texture2D,Cos_Maid04_Summer01_SD,.png,157599,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid04_Summer01_SD.png
maid_costume,05,Texture2D,Cos_Maid05_Casual01_LD,.png,1884139,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid05_Casual01_LD.png
maid_costume,05,Texture2D,Cos_Maid05_Casual01_SD,.png,157164,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid05_Casual01_SD.png
maid_costume,05,Texture2D,Cos_Maid05_Christmas01_LD,.png,2361825,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid05_Christmas01_LD.png
maid_costume,05,Texture2D,Cos_Maid05_Christmas01_SD,.png,169846,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid05_Christmas01_SD.png
maid_costume,05,Texture2D,Cos_Maid05_Halloween01_LD,.png,1733622,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid05_Halloween01_LD.png
maid_costume,05,Texture2D,Cos_Maid05_Halloween01_SD,.png,146580,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid05_Halloween01_SD.png
maid_costume,05,Texture2D,Cos_Maid05_Summer01_LD,.png,1759112,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid05_Summer01_LD.png
maid_costume,05,Texture2D,Cos_Maid05_Summer01_SD,.png,152070,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid05_Summer01_SD.png
maid_costume,06,Texture2D,Cos_Maid06_Casual01_LD,.png,1708616,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid06_Casual01_LD.png
maid_costume,06,Texture2D,Cos_Maid06_Casual01_SD,.png,161578,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid06_Casual01_SD.png
maid_costume,06,Texture2D,Cos_Maid06_Summer01_LD,.png,1711465,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid06_Summer01_LD.png
maid_costume,06,Texture2D,Cos_Maid06_Summer01_SD,.png,140428,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid06_Summer01_SD.png
maid_costume,07,Texture2D,Cos_Maid07_Casual01_LD,.png,1939394,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid07_Casual01_LD.png
maid_costume,07,Texture2D,Cos_Maid07_Casual01_SD,.png,148437,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid07_Casual01_SD.png
maid_costume,07,Texture2D,Cos_Maid07_SchoolUniform01_LD,.png,2156385,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid07_SchoolUniform01_LD.png
maid_costume,07,Texture2D,Cos_Maid07_SchoolUniform01_SD,.png,181868,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid07_SchoolUniform01_SD.png
maid_costume,07,Texture2D,Cos_Maid07_Summer01_LD,.png,2125294,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid07_Summer01_LD.png
maid_costume,07,Texture2D,Cos_Maid07_Summer01_SD,.png,175943,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Cos_Maid07_Summer01_SD.png
character_ui,,Texture2D,Customer07_SD,.png,143053,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Customer07_SD.png
character_ui,,Texture2D,Customer08_SD,.png,140365,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Customer08_SD.png
character_ui,,Texture2D,Customer10_SD,.png,127114,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Customer10_SD.png
character_ui,,Texture2D,Customer11_SD_Store,.png,135619,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Customer11_SD_Store.png
character_ui,,Texture2D,CustomerEp_Kenta1,.png,519146,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\CustomerEp_Kenta1.png
character_ui,,Texture2D,CustomerEp_Risa1,.png,500894,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\CustomerEp_Risa1.png
character_ui,,Texture2D,CustomerEp_Takeru1,.png,501014,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\CustomerEp_Takeru1.png
character_ui,,Texture2D,IngameSkin_BGIcon_0000,.png,41643,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\IngameSkin_BGIcon_0000.png
character_ui,,Texture2D,IngameSkin_BGIcon_0001,.png,62180,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\IngameSkin_BGIcon_0001.png
character_ui,,Texture2D,IngameSkin_BGIcon_0002,.png,43519,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\IngameSkin_BGIcon_0002.png
character_ui,,Texture2D,IngameSkin_BGIcon_0003,.png,61190,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\IngameSkin_BGIcon_0003.png
character_ui,,Texture2D,IngameSkin_BGIcon_0004,.png,48392,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\IngameSkin_BGIcon_0004.png
character_ui,,Texture2D,InGameSkin_Board_0000,.png,1070,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_Board_0000.png
character_ui,,Texture2D,InGameSkin_Board_0001,.png,3268,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_Board_0001.png
character_ui,,Texture2D,InGameSkin_Board_0002,.png,3323,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_Board_0002.png
character_ui,,Texture2D,InGameSkin_Board_0003,.png,3800,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_Board_0003.png
character_ui,,Texture2D,InGameSkin_Board_0004,.png,3291,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_Board_0004.png
character_ui,,Texture2D,InGameSkin_Board_0005,.png,3203,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_Board_0005.png
character_ui,,Texture2D,InGameSkin_Board_0006,.png,21598,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_Board_0006.png
character_ui,,Texture2D,InGameSkin_Board_0007,.png,10050,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_Board_0007.png
character_ui,,Texture2D,InGameSkin_Board_0008,.png,1745,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_Board_0008.png
character_ui,,Texture2D,InGameSkin_DeskA_0000,.png,2068,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskA_0000.png
character_ui,,Texture2D,InGameSkin_DeskA_0001,.png,7868,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskA_0001.png
character_ui,,Texture2D,InGameSkin_DeskA_0002,.png,2743,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskA_0002.png
character_ui,,Texture2D,InGameSkin_DeskA_0003,.png,2678,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskA_0003.png
character_ui,,Texture2D,InGameSkin_DeskA_0004,.png,4904,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskA_0004.png
character_ui,,Texture2D,InGameSkin_DeskA_0005,.png,2900,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskA_0005.png
character_ui,,Texture2D,InGameSkin_DeskA_0006,.png,7838,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskA_0006.png
character_ui,,Texture2D,InGameSkin_DeskA_0007,.png,3781,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskA_0007.png
character_ui,,Texture2D,InGameSkin_DeskA_0008,.png,3350,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskA_0008.png
character_ui,,Texture2D,InGameSkin_DeskB_0000,.png,329,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskB_0000.png
character_ui,,Texture2D,InGameSkin_DeskB_0001,.png,241,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskB_0001.png
character_ui,,Texture2D,InGameSkin_DeskB_0002,.png,272,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskB_0002.png
character_ui,,Texture2D,InGameSkin_DeskB_0003,.png,251,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskB_0003.png
character_ui,,Texture2D,InGameSkin_DeskB_0004,.png,303,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskB_0004.png
character_ui,,Texture2D,InGameSkin_DeskB_0005,.png,264,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskB_0005.png
character_ui,,Texture2D,InGameSkin_DeskB_0006,.png,337,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskB_0006.png
character_ui,,Texture2D,InGameSkin_DeskB_0007,.png,232,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskB_0007.png
character_ui,,Texture2D,InGameSkin_DeskB_0008,.png,238,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\InGameSkin_DeskB_0008.png
maid_chat,,Texture2D,MaiChatPopUp_AikoFirst,.png,465828,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\MaiChatPopUp_AikoFirst.png
character_ui,,Texture2D,Maid01_LD_ad,.png,2277770,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Maid01_LD_ad.png
character_ui,,Texture2D,Maid01_LD_Idle,.png,1944993,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Maid01_LD_Idle.png
character_ui,,Texture2D,Maid02_LD_Idle,.png,1851161,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Maid02_LD_Idle.png
character_ui,,Texture2D,Maid04_LD,.png,2135439,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Maid04_LD.png
character_ui,,Texture2D,MaidCafe_Logo_Broken,.png,110202,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\MaidCafe_Logo_Broken.png
character_ui,,Texture2D,MaidCafe_Logo_Eg,.png,104840,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\MaidCafe_Logo_Eg.png
character_ui,,Texture2D,MaidCafe_Logo_Jp,.png,106462,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\MaidCafe_Logo_Jp.png
character_ui,,Texture2D,MaidCafe_Logo_Kr,.png,83901,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\MaidCafe_Logo_Kr.png
character_ui,,Texture2D,MaidNote_Page,.png,15959,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\MaidNote_Page.png
character_ui,,Texture2D,MaidNote_Ring,.png,13096,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\MaidNote_Ring.png
character_ui,,Texture2D,MaidSkill_Effect_SD,.png,61248,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\MaidSkill_Effect_SD.png
character_ui,,Texture2D,MaidUnlock,.png,906711,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\MaidUnlock.png
character_ui,,Texture2D,MaidUnlock_Door,.png,342927,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\MaidUnlock_Door.png
character_ui,,Texture2D,Maid_1001_LD_Child,.png,518309,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\Maid_1001_LD_Child.png
character_ui,,Texture2D,MainRoom_MaidManual,.png,152174,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\MainRoom_MaidManual.png
character_ui,,Texture2D,MergeMaid LOGO_Ch,.png,115637,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\MergeMaid LOGO_Ch.png
character_ui,,Texture2D,MergeMaid LOGO_Ch2,.png,120754,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\MergeMaid LOGO_Ch2.png
character_ui,,Texture2D,MugeMaidcafe Logo,.png,89476,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\MugeMaidcafe Logo.png
character_ui,,Texture2D,NPC_100104_LD,.png,1794564,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\NPC_100104_LD.png
character_ui,,Texture2D,NPC_100105_LD_Spine,.png,1515496,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\NPC_100105_LD_Spine.png
character_ui,,Texture2D,NPC_100106_LD,.png,162901,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\NPC_100106_LD.png
character_ui,,Texture2D,NPC_100107_LD,.png,1238344,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\NPC_100107_LD.png
character_ui,,Texture2D,ProfileFrame_000,.png,16001,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileFrame_000.png
character_ui,,Texture2D,ProfileFrame_001,.png,15572,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileFrame_001.png
character_ui,,Texture2D,ProfileFrame_002,.png,15362,reverse-output\assets\assetstudio-cli-data-texture2d\Texture2D\ProfileFrame_002.png
