id,category_name,sub_category_name,group_name,block_type,level,block_tier,production_diff,block_name,block_image,tail_raw_hex,tail_size,record_offset,source_file
80104401,CurrencyBox,Box,CurrencyRandBox,1,1,0,17,BlockName_CurrencyRandBox_1,CurrencyRandomBox_1,0000000000000000000000000a0000000000000000000000000000000000000000000000000000000100000000000000701700000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020400000884102000000110000000000000000000000,120,5204,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
80104402,CurrencyBox,Box,CurrencyRandBox,1,2,0,35,BlockName_CurrencyRandBox_2,CurrencyRandomBox_2,0000000000000000000000000a00000000000000000000000000000000000000000000000000000001000000000000005046000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000204000000c4202000000230000000000000000000000,120,5444,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
80104403,CurrencyBox,Box,CurrencyRandBox,1,3,0,52,BlockName_CurrencyRandBox_3,CurrencyRandomBox_3,0000000000000000000000000a0000000000000000000000000000000000000000000000000000000100000000000000a08c00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020400000504202000000340000000000000000000000,120,5684,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
59900901,None,None,Item,11,1,0,2000,BlockName_Joker,Icon_Joker,0000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c6420000a04102000000140000000000000000000000,120,5924,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
59800901,None,None,Item,12,1,0,2000,BlockName_Split,Icon_Split,0000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c6420000a04102000000140000000000000000000000,120,6124,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
59700901,None,None,Item,13,1,0,2000,BlockName_Copy,Icon_Copy,0000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c6420000a04102000000140000000000000000000000,120,6324,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
60904401,Box,Box,RandBox,5,1,0,3000,BlockName_RandomBoxS,RandomBox_1,0000000000000000000000000500000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c6420000f041020000001e0000000000000000000000,120,6524,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
60904402,Box,Box,RandBox,5,2,0,5000,BlockName_RandomBoxM,RandomBox_2,0000000000000000000000000700000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c6420000484202000000320000000000000000000000,120,6732,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
60904403,Box,Box,RandBox,5,3,0,8000,BlockName_RandomBoxL,RandomBox_3,0000000000000000000000000a00000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c6420000a04202000000500000000000000000000000,120,6940,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
60904404,Box,Box,RandBox,5,4,0,10000,BlockName_RandomBoxBM,RandomBox_BM,0000000000000000000000000a00000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c6420080094402000000260200000000000000000000,120,7148,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
61004501,Box,Box,SelectBox,6,1,0,3000,BlockName_SelectBoxS,SelectBox_1,0000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c6420000f041020000001e0000000000000000000000,120,7360,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
61004502,Box,Box,SelectBox,6,2,0,5000,BlockName_SelectBoxM,SelectBox_2,0000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c6420000484202000000320000000000000000000000,120,7572,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
61004503,Box,Box,SelectBox,6,3,0,8000,BlockName_SelectBoxL,SelectBox_3,0000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c6420000a04202000000500000000000000000000000,120,7784,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
61004504,Box,Box,SelectBox,6,4,0,10000,BlockName_SelectBoxBM,SelectBox_BM,0000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c64200002c4402000000b00200000000000000000000,120,7996,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
70907401,BoostBox,BoostBox,RandBox,5,1,0,50000,BlockName_SugarBoostBox,SugarBoostBox_01,0000000000000000000000000300000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c6420000fa4302000000f40100000000000000000000,120,8212,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
70901,BoostBox,BoostBox,RandBox,5,1,0,30000,BlockName_MiniMealBox,MiniMealBox_01,0000000000000000000000000300000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c64200009643020000002c0100000000000000000000,120,8436,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
150420101,Fabricate,Fabricate,Fabricate,24,1,0,30000,BlockName_mate_koko,Production_Mate_Idle,0100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c64200009643020000002c0100000000000000000000,120,8660,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
709071,BoostBox,BoostBox,FishBox,5,1,0,3000,BlockName_FishBox_1,FishBox_1,0000000000000000000000000300000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c6420000f041020000001e0000000000000001000000,120,8896,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
709072,BoostBox,BoostBox,FishBox,5,2,0,5000,BlockName_FishBox_2,FishBox_2,0000000000000000000000000400000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c6420000484202000000320000000000000001000000,120,9112,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
709073,BoostBox,BoostBox,FishBox,5,3,0,8000,BlockName_FishBox_3,FishBox_3,0000000000000000000000000600000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c6420000a04202000000500000000000000001000000,120,9328,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1101101,Chapter01,ToolBox,ToolBox,1,1,1,117,BlockName_ToolPocket,Production_ToolBox1_1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,9544,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1101102,Chapter01,ToolBox,ToolBox,1,2,1,260,BlockName_ToolPocket,Production_ToolBox1_2,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,9776,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1101103,Chapter01,ToolBox,ToolBox,1,3,1,559,BlockName_ToolPocket,Production_ToolBox1_3,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,10008,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1101104,Chapter01,ToolBox,ToolBox,1,4,1,1053,BlockName_ToolPocket,Production_ToolBox1_4,000000000000000000000000e70300000000000000000000000000000100000003000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,10240,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1101105,Chapter01,ToolBox,ToolBox,1,5,1,1820,BlockName_ToolBox,Production_ToolBox1_5,000000000000000000000000e70300000000000000000000000000000100000003000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,10472,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1101106,Chapter01,ToolBox,ToolBox,1,6,1,2886,BlockName_ToolBox,Production_ToolBox1_6,0000000000000000000000001f00000009000000320000000a0000000100000003000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,10704,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1101107,Chapter01,ToolBox,ToolBox,1,7,1,4303,BlockName_ToolBox,Production_ToolBox1_7,0000000000000000000000001f00000017000000320000000a0000000100000003000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,10936,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1101108,Chapter01,ToolBox,ToolBox,1,8,1,6110,BlockName_ToolBox,Production_ToolBox1_8,0000000000000000000000001f0000001d00000032000000140000000100000003000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,11168,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1101109,Chapter01,ToolBox,ToolBox,1,9,1,8320,BlockName_ToolBox,Production_ToolBox1_9,0000000000000000000000001f0000003100000032000000140000000100000003000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,11400,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1101110,Chapter01,ToolBox,ToolBox,1,10,1,10985,BlockName_ToolBox,Production_ToolBox1_10,000000000000000000000000250000007000000032000000140000000100000003000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000,120,11632,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201101,Chapter01,ToolBox,Tool,0,1,1,9,BlockName_Screw,ToolBox1_1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000cdcc4c3d000020400000004002000000020000000100000001000000,120,11864,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201102,Chapter01,ToolBox,Tool,0,2,1,20,BlockName_Screwdriver,ToolBox1_2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000cdcc4c3d000020400000404002000000030000000100000001000000,120,12076,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201103,Chapter01,ToolBox,Tool,0,3,1,43,BlockName_WoodworkingKnife,ToolBox1_3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000050000000000004000000000000000000000000001000000cdcc4c3d000020400000a04002000000050000000100000001000000,120,12296,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201104,Chapter01,ToolBox,Tool,0,4,1,81,BlockName_Hammer,ToolBox1_4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032000000050000000000a04000000000000000000000000001000000cdcc4c3d000020400000104102000000090000000100000001000000,120,12520,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201105,Chapter01,ToolBox,Tool,0,5,1,140,BlockName_Axe,ToolBox1_5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000046000000050000000000104100000000000000000000000001000000cdcc4c3d0000204000007041020000000f0000000100000001000000,120,12732,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201106,Chapter01,ToolBox,Tool,0,6,1,222,BlockName_Saw,ToolBox1_6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032000000050000000000604100000000000000000000000001000000cdcc4c3d000020400000b84102000000170000000100000001000000,120,12944,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201107,Chapter01,ToolBox,Tool,0,7,1,331,BlockName_SideCutter,ToolBox1_7,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003c000000050000000000b04100000000000000000000000001000000cdcc4c3d000020400000084202000000220000000100000001000000,120,13156,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201108,Chapter01,ToolBox,Tool,0,8,1,470,BlockName_Shovel,ToolBox1_8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261051e000000050000000000004200000000000000000000000001000000cdcc4c3d000020400000404202000000300000000100000001000000,120,13372,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201109,Chapter01,ToolBox,Tool,0,9,1,640,BlockName_PaintBrush,ToolBox1_9,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610514000000020000000000384200000000000000000000000001000000cdcc4c3d000020400000824202000000410000000100000001000000,120,13584,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201110,Chapter01,ToolBox,Tool,0,10,1,845,BlockName_Pickaxe,ToolBox1_10,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000744200000000000000000000000001000000cdcc4c3d000020400000aa4202000000550000000100000001000000,120,13800,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201111,Chapter01,ToolBox,Tool,0,11,1,1087,BlockName_PruningShears,ToolBox1_11,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000a24200000000000000000000000001000000cdcc4c3d000020400000da42020000006d0000000100000001000000,120,14016,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201112,Chapter01,ToolBox,Tool,0,12,1,1368,BlockName_Rake,ToolBox1_12,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000d04200000000000000000000000001000000cdcc4c3d000020400000094302000000890000000100000001000000,120,14236,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201113,Chapter01,ToolBox,Tool,0,13,1,1691,BlockName_PaintRoller,ToolBox1_13,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000044300000000000000000000000001000000cdcc4c3d0000204000002a4302000000aa0000000100000001000000,120,14448,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201114,Chapter01,ToolBox,Tool,0,14,1,2056,BlockName_ElectricDrill,ToolBox1_14,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610500000000000000000000000000000000000000000000000001000000cdcc4c3d0000204000004e4302000000ce0000000100000001000000,120,14668,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201201,Chapter01,ToolBox,Glove,0,1,2,10,BlockName_Glove,ToolBox2_1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000cdcc4c3d000020400000404002000000030000000100000001000000,120,14888,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201202,Chapter01,ToolBox,Glove,0,2,2,22,BlockName_Gloves,ToolBox2_2,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032000000050000000000004000000000000000000000000001000000cdcc4c3d000020400000a04002000000050000000100000001000000,120,15104,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201203,Chapter01,ToolBox,Glove,0,3,2,49,BlockName_CoatedGloves,ToolBox2_3,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000050000000000a04000000000000000000000000001000000cdcc4c3d0000204000002041020000000a0000000100000001000000,120,15320,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201204,Chapter01,ToolBox,Glove,0,4,2,92,BlockName_ThickGloves,ToolBox2_4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032000000050000000000304100000000000000000000000001000000cdcc4c3d000020400000984102000000130000000100000001000000,120,15544,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201205,Chapter01,ToolBox,Glove,0,5,2,159,BlockName_FireproofGloves,ToolBox2_5,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade2610546000000050000000000a84100000000000000000000000001000000cdcc4c3d000020400000004202000000200000000100000001000000,120,15768,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201206,Chapter01,ToolBox,Glove,0,6,2,253,BlockName_NomadSentinelGloves,ToolBox2_6,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade26105140000000200000000000c4200000000000000000000000001000000cdcc4c3d0000204000004c4202000000330000000100000001000000,120,15996,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201207,Chapter01,ToolBox,Glove,0,7,2,377,BlockName_ShadowCourtGloves,ToolBox2_7,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000584200000000000000000000000001000000cdcc4c3d0000204000009842020000004c0000000100000001000000,120,16228,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
1201208,Chapter01,ToolBox,Glove,0,8,2,535,BlockName_GuardiansSilverGloves,ToolBox2_8,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8030000ade261050a000000020000000000a04200000000000000000000000001000000cdcc4c3d000020400000d842020000006c0000000100000001000000,120,16456,reverse-output\assets\assetstudio-cli-data-all-raw\MonoBehaviour\Table_Block.dat
