asset_key,path,kind,has_atlas,has_skel,width,height,region_count,sample_regions
Cos_Maid01_Casual01_SD,res://assets/characters/maid_costume/Cos_Maid01_Casual01_SD.png,spine_atlas_page_with_skel,True,True,512,512,43,Arm_L|Arm_L_Acc|Arm_R_1|Arm_R_2|Bag|Bag_Acc|Body|Ear|Effect|HairPin|Hair_Back_1|Hair_Back_2
Cos_Maid01_Casual_SD,res://assets/characters/maid_costume/Cos_Maid01_Casual_SD.png,static_png_only,False,False,299,462,0,
Cos_Maid01_Christmas01_LD,res://assets/characters/maid_costume/Cos_Maid01_Christmas01_LD.png,spine_atlas_page_no_skel,True,False,2048,2048,94,Arm|Arm bell 1|Arm bell 2|Arm bell 3|Arm bell ribbon top|Arm bell ribbon under|Arm_L|Arm_L 1|Arm_L 2|Arm_R|Belt|HairRibbon_L top
Cos_Maid01_Christmas01_SD,res://assets/characters/maid_costume/Cos_Maid01_Christmas01_SD.png,spine_atlas_page_with_skel,True,True,346,462,35,Arm_L|Arm_R|Cape L|Cape R|Cape_B|Collar|Collar_Bell|HairRibbon_L|HairRibbon_R|Hairtail_L|Hairtail_R|Hand L
Cos_Maid01_Summer01_LD,res://assets/characters/maid_costume/Cos_Maid01_Summer01_LD.png,spine_atlas_page_with_skel,True,True,2048,2048,91,Arm_Down_L|Arm_R|Arm_Up_L|Body|Ear_L|Ear_R|EyeLine_Angry|Eye_Happy|Eye_Highlight_L|Eye_Highlight_R|Eye_L|Eye_R
Cos_Maid01_Summer01_SD,res://assets/characters/maid_costume/Cos_Maid01_Summer01_SD.png,spine_atlas_page_no_skel,True,False,512,512,41,Idle eye white L|Idle eye white R|L_Hand|R_arm1|R_arm2|Smile|arm L1|arm L2|body|body_ribbon|body_ribbon2|eye L
Cos_Maid02_Casual01_LD,res://assets/characters/maid_costume/Cos_Maid02_Casual01_LD.png,spine_atlas_page_with_skel,True,True,2048,2048,65,L arm|L arm skin|L ear|L ear ring|L face side hair|L leg|L side hair|L side hair ribbon L|L side hair ribbon R|L side long hair|Layer 3|R arm
Cos_Maid02_Casual01_SD,res://assets/characters/maid_costume/Cos_Maid02_Casual01_SD.png,spine_atlas_page_with_skel,True,True,512,512,45,Arm L|Arm R1|Arm R2|Body|Dark L|Dark R|Dot|Ear L|Ear R|Ear ring|Eyeblow L|Eyeblow R
Cos_Maid02_Christmas01_LD,res://assets/characters/maid_costume/Cos_Maid02_Christmas01_LD.png,spine_atlas_page_no_skel,True,False,2048,2048,55,Arm_L|Arm_R top|Arm_R under|Clothes|Ear_L|Earing_L|Earing_R|HairRibbon|HairSide_L|HairSide_R|HairSide_RB|Hair_F
Cos_Maid02_Christmas01_SD,res://assets/characters/maid_costume/Cos_Maid02_Christmas01_SD.png,spine_atlas_page_no_skel,True,False,512,512,39,Acc|Acc_B|Arm_L|Arm_R1|Arm_R2|Body|Clothes|Dot|Earing_L|Earing_R|Eyelashes L|Eyelashes R
Cos_Maid02_Christmas_SD,res://assets/characters/maid_costume/Cos_Maid02_Christmas_SD.png,static_png_only,False,False,280,482,0,
Cos_Maid02_Halloween01_LD,res://assets/characters/maid_costume/Cos_Maid02_Halloween01_LD.png,static_png_only,False,False,2048,2048,0,
Cos_Maid02_Halloween01_SD,res://assets/characters/maid_costume/Cos_Maid02_Halloween01_SD.png,spine_atlas_page_with_skel,True,True,512,512,40,Idle eyelashes L1|Idle eyelashes L2|Idle eyelashes R1|Idle eyelashes R2|Idle mouth|Idle pupil L|Idle pupil R|Idle sclera L|Idle sclera R|arm_L_1|arm_L_2|arm_R_1
Cos_Maid02_Summer01_LD,res://assets/characters/maid_costume/Cos_Maid02_Summer01_LD.png,static_png_only,False,True,2048,2048,0,
Cos_Maid02_Summer01_SD,res://assets/characters/maid_costume/Cos_Maid02_Summer01_SD.png,spine_atlas_page_with_skel,True,True,512,512,46,Idle eyelashes L1|Idle eyelashes L2|Idle eyelashes L3|Idle eyelashes R1|Idle eyelashes R2|Idle eyelashes R3|Idle mouth|Idle pupil L|Idle pupil R|Idle sclera L|Idle sclera R|arm_Acc_B
Cos_Maid03_Casual01_SD,res://assets/characters/maid_costume/Cos_Maid03_Casual01_SD.png,spine_atlas_page_with_skel,True,True,294,487,28,Arm L1|Arm R1|Bag|Bag 1|Bag2|Body|Eyeblow_R|Eyebrow L|Eyelashes L|Eyelashes R|Hair Front|Hair Side R2
Cos_Maid03_Casual_LD,res://assets/characters/maid_costume/Cos_Maid03_Casual_LD.png,spine_atlas_page_with_skel,True,True,2048,2048,53,Angry|Arm_L|Arm_R1|Arm_R2|Arm_R3|Arm_R3 back|BadMood|Bag|BagStrap_2|Bra|Collar|Collar_B
Cos_Maid03_Christmas01_LD,res://assets/characters/maid_costume/Cos_Maid03_Christmas01_LD.png,spine_atlas_page_with_skel,True,True,2048,2048,92,Embar EF M|Happy|Sad|Sigh|angry eyes b|angry mouth|back hair 1|back hair 10|back hair 2|back hair 3|back hair 4|back hair 5
Cos_Maid03_Christmas01_SD,res://assets/characters/maid_costume/Cos_Maid03_Christmas01_SD.png,spine_atlas_page_with_skel,True,True,512,512,45,Acc green1|Acc red|Acc1|Arm L1|Arm L2|Arm R1_2|Arm R2|Belt1|Belt2|Body|Chest|Eyelashes L
Cos_Maid03_Christmas_SD,res://assets/characters/maid_costume/Cos_Maid03_Christmas_SD.png,static_png_only,False,False,290,488,0,
Cos_Maid03_Halloween01_LD,res://assets/characters/maid_costume/Cos_Maid03_Halloween01_LD.png,spine_atlas_page_with_skel,True,True,2048,2048,126,Halo|amulet|angry face|arm fur_L|arm fur_R|arm_L_1|arm_L_2|arm_L_3|arm_L_4|arm_L_5|arm_R_1|arm_R_2
Cos_Maid03_Halloween01_SD,res://assets/characters/maid_costume/Cos_Maid03_Halloween01_SD.png,spine_atlas_page_no_skel,True,False,512,512,46,Arm_L_Kongkong|Arm_R_kongkong|Breasts_L|Breasts_R|Ear|Eyebrow_Color_R|Eyebrow_L|Eyelash_L|Hand_L_Kongkong|Idle eye white L|Idle eye white R|Leg_L
Cos_Maid03_SchoolUniform01_LD,res://assets/characters/maid_costume/Cos_Maid03_SchoolUniform01_LD.png,spine_atlas_page_with_skel,True,True,2048,2048,136,Arm_L_Down|Arm_L_Down2_New|Arm_L_Down_New|Arm_L_Up|Arm_R_Down|Arm_R_Down_Back|Arm_R_Up|Bag|Bag_Heart|Bag_Heart_Ring|Bag_Mate|Bag_Mate_Ring
Cos_Maid03_SchoolUniform01_SD,res://assets/characters/maid_costume/Cos_Maid03_SchoolUniform01_SD.png,spine_atlas_page_with_skel,True,True,512,512,58,Arm_L_Down|Arm_L_Up|Arm_R_Down|Arm_R_Up|Backhair|Bag|Bag_Handle|Bag_Heart|Bag_Mate|Bag_Mate_back|Bag_Omamori|Bag_Omamori_Rope
Cos_Maid03_Summer01_LD,res://assets/characters/maid_costume/Cos_Maid03_Summer01_LD.png,spine_atlas_page_no_skel,True,False,2048,2048,125,Arm_L_1|Arm_L_2|Arm_L_Ring_1|Arm_L_Ring_2|Arm_R_2|Arm_R_Ring_1_1|Arm_R_Ring_1_2|Arm_R_Ring_2_1|Arm_R_Ring_2_2|Arn_R_1|Body|Breast_L
Cos_Maid03_Summer01_SD,res://assets/characters/maid_costume/Cos_Maid03_Summer01_SD.png,spine_atlas_page_no_skel,True,False,512,512,57,Arm_L_1|Arm_L_2|Arm_L_Ring_1|Arm_L_Ring_2|Arm_R_1|Arm_R_1_ring|Arm_R_1_ring_Back|Arm_R_2|Bikini_String_R|Body_Lower|Body_Upper|Breast_Ribbon_1
Cos_Maid04_Band01_LD,res://assets/characters/maid_costume/Cos_Maid04_Band01_LD.png,spine_atlas_page_no_skel,True,False,2048,2048,100,Arm_L|Arm_R|Bandana|Bandana_Ribbon_1|Bandana_Ribbon_2|Bass|Belt_1|Belt_1_2|Belt_2|Chair|Crash|DrumStick
Cos_Maid04_Band01_SD,res://assets/characters/maid_costume/Cos_Maid04_Band01_SD.png,spine_atlas_page_no_skel,True,False,512,512,52,Arm_L_1|Arm_L_2|Arm_L_3|Arm_R_1|Arm_R_2|Arm_R_2_1|Bandana|Bandana_Ribbon_1|Bandana_Ribbon_2|Belt_1|Belt_2|Belt_3
Cos_Maid04_Casual01_LD,res://assets/characters/maid_costume/Cos_Maid04_Casual01_LD.png,spine_atlas_page_no_skel,True,False,2048,2048,56,L Leg|L arm|L arm top|L arm under|L back hair|L hair ribbon|L hand|L ribbon|L sh belt|L side hair|L wing|R Leg
Cos_Maid04_Casual01_SD,res://assets/characters/maid_costume/Cos_Maid04_Casual01_SD.png,static_png_only,False,True,512,512,0,
Cos_Maid04_Christmas01_LD,res://assets/characters/maid_costume/Cos_Maid04_Christmas01_LD.png,spine_atlas_page_with_skel,True,True,2048,2048,71,Bell1|Bell2|Bell3|Sigh|Surprise|Tsunderer_Eyebrows|angry left eyelids|angry mouth|angry right eyelids|angry_Eyebrows|angry_emote|chest ribbon 1
Cos_Maid04_Christmas01_SD,res://assets/characters/maid_costume/Cos_Maid04_Christmas01_SD.png,spine_atlas_page_with_skel,True,True,512,512,52,Arm 1 L|Arm 1 R|Bell1|Bell2|Bell3|Body|Effect|Eyeblow L|Eyeblow R|Eyelashes L|Eyelashes R|Face
Cos_Maid04_Christmas_SD,res://assets/characters/maid_costume/Cos_Maid04_Christmas_SD.png,static_png_only,False,False,274,470,0,
Cos_Maid04_SchoolUniform01_LD,res://assets/characters/maid_costume/Cos_Maid04_SchoolUniform01_LD.png,spine_atlas_page_with_skel,True,True,2048,2048,114,Angry_Eye|Angry_Tsundere_Mouth|Arm_L|Arm_R|Bag_1|Bag_Strap_1|Blush_Base|Blush_Line|Blush_Strong|Book|Book_Postit_1|Book_Postit_2
Cos_Maid04_SchoolUniform01_SD,res://assets/characters/maid_costume/Cos_Maid04_SchoolUniform01_SD.png,spine_atlas_page_with_skel,True,True,512,512,47,Bag|Bag_Acc_1|Bag_Acc_2|Bag_Acc_3|Bag_Strap|Book|Cardigan|Ear|Eyebrow_L|Eyebrow_R|Hair_Acc|Hair_Back_1
Cos_Maid04_Summer01_LD,res://assets/characters/maid_costume/Cos_Maid04_Summer01_LD.png,spine_atlas_page_with_skel,True,True,2048,2048,96,Arm_Bottom|Arm_Bottom_R|Arm_Top_L|Arm_Top_R|Body|Body_Top|Duck_Head|Duck_Head_Opacity|Duck_Tube|Duck_Tube_Back|Duck_Tube_Opacity|Ear_L
Cos_Maid04_Summer01_SD,res://assets/characters/maid_costume/Cos_Maid04_Summer01_SD.png,spine_atlas_page_no_skel,True,False,512,512,45,Arm_Bottom_L|Arm_Bottom_R|Arm_Top_L|Arm_Top_R|Back_Hair|Body|Duck_Head|Duck_Head_Light|Duck_Head_Opacity|Duck_Tube|Duck_Tube_Bottom|Duck_Tube_Opacity
Cos_Maid05_Casual01_LD,res://assets/characters/maid_costume/Cos_Maid05_Casual01_LD.png,spine_atlas_page_no_skel,True,False,2048,2048,75,Arm_L|Arm_R|Belly_Clothes|Belt_1|Body_Belly|Body_Lower|Body_Upper_1|Body_Upper_2|Choker_1|Choker_2|Dragon_tail|Ear
Cos_Maid05_Casual01_SD,res://assets/characters/maid_costume/Cos_Maid05_Casual01_SD.png,spine_atlas_page_with_skel,True,True,512,512,45,Guitar_Bag|Guitar_Bagline|Hair Front L|Hair Front R|Hair side L|Hair side R|Hair top|Hood_string_L|Hood_string_R|Horn L|Horn R|Idle eyelashes L
Cos_Maid05_Christmas01_LD,res://assets/characters/maid_costume/Cos_Maid05_Christmas01_LD.png,spine_atlas_page_with_skel,True,True,2048,2048,143,Angry_Mouth|Arm_L|Arm_L_2|Arm_L_Bell|Arm_L_Ribbon_1|Arm_L_Ribbon_2|Arm_R_1|Arm_R_2|Arm_R_3|Arm_R_Ribbon_1|Arm_R_Ribbon_2|Arm_R_Ribbon_3
Cos_Maid05_Christmas01_SD,res://assets/characters/maid_costume/Cos_Maid05_Christmas01_SD.png,spine_atlas_page_with_skel,True,True,512,512,46,Arm_L|Arm_R_1|Arm_R_2|Arm_R_ribbon|Belt|Eye_Highlight_L|Eye_Highlight_R|Hair Front R|Hair Front R2|Hair back_L|Hair side L|Hair top
Cos_Maid05_Halloween01_LD,res://assets/characters/maid_costume/Cos_Maid05_Halloween01_LD.png,spine_atlas_page_no_skel,True,False,2048,2048,104,Arm_L|Arm_R_1|Arm_R_1_2|Arm_R_2|Body_Torso|Breast_L|Breast_R|Chain_Acc_1|Chain_Acc_2|Chain_Acc_3|Chain_Acc_4|Chain_Acc_5
Cos_Maid05_Halloween01_SD,res://assets/characters/maid_costume/Cos_Maid05_Halloween01_SD.png,static_png_only,False,True,512,512,0,
Cos_Maid05_Summer01_LD,res://assets/characters/maid_costume/Cos_Maid05_Summer01_LD.png,spine_atlas_page_no_skel,True,False,2048,2048,95,Ahoge_1|Ahoge_2|Angry_face|Angry_mouse|Ankle_ring|Arm_L|Arm_L_1|Arm_R_1|Arm_R_2|Arm_raise_1|Arm_raise_2|Body
Cos_Maid05_Summer01_SD,res://assets/characters/maid_costume/Cos_Maid05_Summer01_SD.png,spine_atlas_page_with_skel,True,True,512,512,50,Ahoge|Arm_L_1|Arm_L_2|Arm_R|Body|Chin_star|EF_1|EF_2|EF_3|EF_4|EF_5|EF_6
Cos_Maid06_Casual01_LD,res://assets/characters/maid_costume/Cos_Maid06_Casual01_LD.png,spine_atlas_page_with_skel,True,True,2048,2048,125,Arm_Down L|Arm_Down R|Arm_Down_In L|Arm_Down_In R|Arm_Up L|Arm_Up R|Bag|BagLine_Back|BagLine_Up|Choker|Doll|DollChain
Cos_Maid06_Casual01_SD,res://assets/characters/maid_costume/Cos_Maid06_Casual01_SD.png,spine_atlas_page_no_skel,True,False,512,512,58,Arm_L_Back|Arm_L_Down|Arm_L_Up|Arm_R_Down|Arm_R_Down_In|Arm_R_Up|BackHair|Bag|BagLine_Down|Body|Choker|Darkcircle_L
Cos_Maid06_Summer01_LD,res://assets/characters/maid_costume/Cos_Maid06_Summer01_LD.png,spine_atlas_page_no_skel,True,False,2048,2048,104,Arm_L_Down|Arm_L_Down_2|Arm_L_Up|Arm_L_Up2|Arm_R_Under|Arm_R_Up|Ball|Ball_light|Chest|Finger_L_1|Finger_L_2.3|Finger_L_4
Cos_Maid06_Summer01_SD,res://assets/characters/maid_costume/Cos_Maid06_Summer01_SD.png,spine_atlas_page_with_skel,True,True,512,512,42,Ahoge|Arm_L_Down_Shadow|Arm_R_Down_Shadow|Arm_R_Up|BackHair|Ball_Light|Body|Collar|Darkcircle_L|Darkcircle_R|Ear_L|Ear_R
