id,address,assetPath,assetTags,bundleID,bundleName,fileName,fileHash,fileCRC,fileSize,encrypted,dependAssetIDs,dependBundleIDs
11,Assets/Game/RawAssets/GuideAsset/Graph/GuideTest.asset,,GuideAsset,4,assets_game_rawassets_prefabs_3d_hero_008q_attack1_dandao.bundle,assets_game_rawassets_prefabs_3d_hero_008q_attack1_dandao.bundle,5d0df7c13d57b4371f083e1c5c5df856,ee177bce,39991,False,5|6|7|95|96|5398|6609|6614|6616|6618|6629|6633|6634|6637|6638|6640|6748|6749|6822|6873,
12,Assets/Game/RawAssets/GuideAsset/GuideComponent/AudioComponent.prefab,,GuideAsset,5,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,980597bd4a4ef41c7b59ed425f97533f,1ff40b8a,35060,False,6873,
13,Assets/Game/RawAssets/GuideAsset/GuideComponent/ComicGifComponent.prefab,,GuideAsset,5,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,980597bd4a4ef41c7b59ed425f97533f,1ff40b8a,35060,False,6873,
14,Assets/Game/RawAssets/GuideAsset/GuideComponent/ComicTipsComponent.prefab,,GuideAsset,5,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,980597bd4a4ef41c7b59ed425f97533f,1ff40b8a,35060,False,7|6640|6873,
15,Assets/Game/RawAssets/GuideAsset/GuideComponent/DialogueComicPanel.prefab,,GuideAsset,5,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,980597bd4a4ef41c7b59ed425f97533f,1ff40b8a,35060,False,7|5168|5169|5500|6640|6873,
16,Assets/Game/RawAssets/GuideAsset/GuideComponent/DialoguePanel.prefab,,GuideAsset,5,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,980597bd4a4ef41c7b59ed425f97533f,1ff40b8a,35060,False,7|5398|6640|6873,
17,Assets/Game/RawAssets/GuideAsset/GuideComponent/DialogueSpineComponent.prefab,,GuideAsset,5,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,980597bd4a4ef41c7b59ed425f97533f,1ff40b8a,35060,False,6822|6873,
18,Assets/Game/RawAssets/GuideAsset/GuideComponent/DialogueVideoComponent.prefab,,GuideAsset,5,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,980597bd4a4ef41c7b59ed425f97533f,1ff40b8a,35060,False,6873,
19,Assets/Game/RawAssets/GuideAsset/GuideComponent/GraphComponent.prefab,,GuideAsset,5,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,980597bd4a4ef41c7b59ed425f97533f,1ff40b8a,35060,False,6873,
20,Assets/Game/RawAssets/GuideAsset/GuideComponent/NoviceGuidePanel.prefab,,GuideAsset,5,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_009q_attack.bundle,980597bd4a4ef41c7b59ed425f97533f,1ff40b8a,35060,False,6|7|95|96|6609|6614|6616|6618|6629|6633|6634|6637|6638|6640|6748|6749|6873,
21,Assets/Game/RawAssets/GuideAsset/Materials/ColorBlue.mat,,GuideAsset,6,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,e6201fe3808a95a8ee226c2a65251889,2442c920,38561,False,6873,
22,Assets/Game/RawAssets/GuideAsset/Materials/ColorGray.mat,,GuideAsset,6,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,e6201fe3808a95a8ee226c2a65251889,2442c920,38561,False,6873,
23,Assets/Game/RawAssets/GuideAsset/Materials/ColorGreen.mat,,GuideAsset,6,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,e6201fe3808a95a8ee226c2a65251889,2442c920,38561,False,6873,
24,Assets/Game/RawAssets/GuideAsset/Materials/ColorYellow.mat,,GuideAsset,6,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,e6201fe3808a95a8ee226c2a65251889,2442c920,38561,False,6873,
25,Assets/Game/RawAssets/GuideAsset/Materials/GuideLine.mat,,GuideAsset,6,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,e6201fe3808a95a8ee226c2a65251889,2442c920,38561,False,7|6873,
26,Assets/Game/RawAssets/GuideAsset/Materials/GuideUICiecle.mat,,GuideAsset,6,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,e6201fe3808a95a8ee226c2a65251889,2442c920,38561,False,6873,
27,Assets/Game/RawAssets/GuideAsset/Materials/GuideUIRect.mat,,GuideAsset,6,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,e6201fe3808a95a8ee226c2a65251889,2442c920,38561,False,6873,
28,Assets/Game/RawAssets/GuideAsset/Materials/ModelCamera.renderTexture,,GuideAsset,6,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,e6201fe3808a95a8ee226c2a65251889,2442c920,38561,False,6873,
29,Assets/Game/RawAssets/GuideAsset/Shaders/GuideUICircle.shader,,GuideAsset,6873,,,,,,,,
30,Assets/Game/RawAssets/GuideAsset/Shaders/GuideUIRect.shader,,GuideAsset,6873,,,,,,,,
31,Assets/Game/RawAssets/GuideAsset/Textures/blue.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
32,Assets/Game/RawAssets/GuideAsset/Textures/chat_face_036_3.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
33,Assets/Game/RawAssets/GuideAsset/Textures/circle.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
34,Assets/Game/RawAssets/GuideAsset/Textures/comicTipsArrow.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
35,Assets/Game/RawAssets/GuideAsset/Textures/comicTipsbg.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
36,Assets/Game/RawAssets/GuideAsset/Textures/common_img_113.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
37,Assets/Game/RawAssets/GuideAsset/Textures/common_img_114.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
38,Assets/Game/RawAssets/GuideAsset/Textures/common_img_115.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
39,Assets/Game/RawAssets/GuideAsset/Textures/common_img_117.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
40,Assets/Game/RawAssets/GuideAsset/Textures/common_img_118.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
41,Assets/Game/RawAssets/GuideAsset/Textures/common_img_119.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
42,Assets/Game/RawAssets/GuideAsset/Textures/common_img_120.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
43,Assets/Game/RawAssets/GuideAsset/Textures/common_img_122.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
44,Assets/Game/RawAssets/GuideAsset/Textures/common_img_137.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
45,Assets/Game/RawAssets/GuideAsset/Textures/Dialogbox_01.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
46,Assets/Game/RawAssets/GuideAsset/Textures/guide.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
47,Assets/Game/RawAssets/GuideAsset/Textures/guide_img_1.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
48,Assets/Game/RawAssets/GuideAsset/Textures/guide3.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
49,Assets/Game/RawAssets/GuideAsset/Textures/lines.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
50,Assets/Game/RawAssets/GuideAsset/Textures/skip.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
51,Assets/Game/RawAssets/GuideAsset/Textures/Textures.spriteatlas,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
52,Assets/Game/RawAssets/GuideAsset/Textures/white.png,,GuideAsset,7,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7,a641d4b8,48005,False,,
53,Assets/Game/RawAssets/Prefabs/3d/@vfx.prefab,,,8,assets_game_rawassets_prefabs_3d_hero_010q_skill_3.bundle,assets_game_rawassets_prefabs_3d_hero_010q_skill_3.bundle,7b303f67b20566ffb16de4067b0ac7db,e361cbb4,32895,False,6616|6625|6629|6748|6873,
54,Assets/Game/RawAssets/Prefabs/3d/Bdd2.prefab,,,9,assets_game_rawassets_prefabs_3d_hero_011q_attack1_shifa.bundle,assets_game_rawassets_prefabs_3d_hero_011q_attack1_shifa.bundle,2997741ecf0d88aa0c932210172f9e15,7afc63d1,30196,False,6783|6784|6873,
55,Assets/Game/RawAssets/Prefabs/3d/Black_White&Red.prefab,,,10,assets_game_rawassets_prefabs_3d_hero_011q_skill_2_shifa.bundle,assets_game_rawassets_prefabs_3d_hero_011q_skill_2_shifa.bundle,eae7fac488b6fc8ce0fdc84f22ecd928,b6cf6e2d,43306,False,6616|6873,
56,Assets/Game/RawAssets/Prefabs/3d/buff_fire.prefab,,,11,assets_game_rawassets_prefabs_3d_hero_012q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_012q_skill_1.bundle,eb480813741dc0fb605dc23d5818cec7,926ef99e,50980,False,6637|6641|6748|6749|6873,
57,Assets/Game/RawAssets/Prefabs/3d/fx_005_dandao_01.prefab,,,12,assets_game_rawassets_prefabs_3d_hero_013q_attack1_hit_afk.bundle,assets_game_rawassets_prefabs_3d_hero_013q_attack1_hit_afk.bundle,f82c76672abdd8112ec09a416814f846,65091611,33199,False,6616|6629|6637|6638|6748|6749|6873,
58,Assets/Game/RawAssets/Prefabs/3d/fx_005_hit_01.prefab,,,13,assets_game_rawassets_prefabs_3d_hero_014q_attack1_hit.bundle,assets_game_rawassets_prefabs_3d_hero_014q_attack1_hit.bundle,84e8ca30c191002762efff584d571837,8177532c,33761,False,6637|6638|6748|6749|6873,
59,Assets/Game/RawAssets/Prefabs/3d/fx_activate_light_02.prefab,,,14,assets_game_rawassets_prefabs_3d_hero_014q_skill_2.bundle,assets_game_rawassets_prefabs_3d_hero_014q_skill_2.bundle,8cb0c3b9f0056c671911a30dc0b6bf79,43c4250d,54574,False,6146|6616|6629|6637|6748|6786|6873,
60,Assets/Game/RawAssets/Prefabs/3d/fx_activate_light_03.prefab,,,15,assets_game_rawassets_prefabs_3d_hero_015q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_015q_skill_1.bundle,67044c6a1d7530f99ed8dbd253ea6ca2,1c178298,45071,False,6146|6616|6629|6637|6748|6786|6873,
61,Assets/Game/RawAssets/Prefabs/3d/fx_addup_light.prefab,,,16,assets_game_rawassets_prefabs_3d_hero_016q_attack1_hit_afk.bundle,assets_game_rawassets_prefabs_3d_hero_016q_attack1_hit_afk.bundle,43ed863ae227cea1627b629e93d59202,987cbaec,31215,False,6616|6748|6873,
62,Assets/Game/RawAssets/Prefabs/3d/fx_attack_up_buff.prefab,,,17,assets_game_rawassets_prefabs_3d_hero_017q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_017q_attack.bundle,9324c4b2fd28048c64e77eaeb20b4a57,3f67ecb2,33113,False,6614|6616|6618|6629|6633|6637|6648|6748|6786|6873,
63,Assets/Game/RawAssets/Prefabs/3d/fx_blackBG.prefab,,,18,assets_game_rawassets_prefabs_3d_hero_017q_skill_2.bundle,assets_game_rawassets_prefabs_3d_hero_017q_skill_2.bundle,2f8899632c2faeabe4b2b4e1467fd149,9d0b9169,60415,False,6748|6749|6873,
64,Assets/Game/RawAssets/Prefabs/3d/fx_BuryPoint.prefab,,,19,assets_game_rawassets_prefabs_3d_hero_019q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_019q_attack.bundle,6960ad0aee20a08faae999aa12980a5b,07be9733,31090,False,6616|6629|6748|6873,
65,Assets/Game/RawAssets/Prefabs/3d/fx_capsule_open_blue.prefab,,,20,assets_game_rawassets_prefabs_3d_hero_020q_attack1_dandao.bundle,assets_game_rawassets_prefabs_3d_hero_020q_attack1_dandao.bundle,1ab71fb9c79f0abeb64e3ac0bfad1171,d14af364,32012,False,6616|6629|6748|6873,
66,Assets/Game/RawAssets/Prefabs/3d/fx_capsule_open_violet.prefab,,,21,assets_game_rawassets_prefabs_3d_hero_020q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_020q_skill_1.bundle,2620b65d2515ac0f5654f63f2d86183c,74a34ae1,53023,False,6616|6629|6748|6873,
67,Assets/Game/RawAssets/Prefabs/3d/fx_capsule_open_yellow.prefab,,,22,assets_game_rawassets_prefabs_3d_hero_021q_attack1_shifa.bundle,assets_game_rawassets_prefabs_3d_hero_021q_attack1_shifa.bundle,9f73735282763135c6a10da2f93b8f6e,418dcb84,29660,False,6616|6629|6748|6873,
68,Assets/Game/RawAssets/Prefabs/3d/fx_card_light.prefab,,,23,assets_game_rawassets_prefabs_3d_hero_022q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_022q_skill_1.bundle,588c7e11ae1a22ba165ed4cf5ad0c7a2,b8c59637,48909,False,6616|6629|6637|6748|6873,
69,Assets/Game/RawAssets/Prefabs/3d/fx_card_light_02.prefab,,,24,assets_game_rawassets_prefabs_3d_hero_023q_attack1_shifa.bundle,assets_game_rawassets_prefabs_3d_hero_023q_attack1_shifa.bundle,56d16ae5cd86226c62ee856f00f86e2d,68fbf7cf,30004,False,6616|6629|6637|6748|6873,
70,Assets/Game/RawAssets/Prefabs/3d/fx_chuansong_01.prefab,,,25,assets_game_rawassets_prefabs_3d_hero_024q_attack1_hit_afk.bundle,assets_game_rawassets_prefabs_3d_hero_024q_attack1_hit_afk.bundle,4b7c8425a5e01cf584feb6a96bf77856,0077fcf6,28648,False,6609|6616|6618|6629|6633|6648|6748|6786|6873,
71,Assets/Game/RawAssets/Prefabs/3d/fx_click_light.prefab,,,26,assets_game_rawassets_prefabs_3d_hero_025q_attack1_hit.bundle,assets_game_rawassets_prefabs_3d_hero_025q_attack1_hit.bundle,1a092e0e66b261df6b11b0cb5bfe9ed7,b724816a,30336,False,6616|6629|6637|6748|6873,
72,Assets/Game/RawAssets/Prefabs/3d/fx_click_light_2.prefab,,,27,assets_game_rawassets_prefabs_3d_hero_026q_attack1_dandao.bundle,assets_game_rawassets_prefabs_3d_hero_026q_attack1_dandao.bundle,420f0e1e9bb0cab1acc68781746363de,c692661f,29850,False,6616|6629|6748|6873,
73,Assets/Game/RawAssets/Prefabs/3d/fx_dailydeal_light.prefab,,,28,assets_game_rawassets_prefabs_3d_hero_026q_skill_2.bundle,assets_game_rawassets_prefabs_3d_hero_026q_skill_2.bundle,66a5b7b9e7753705cf7085f8a6363038,f36812fd,43303,False,6616|6629|6748|6873,
74,Assets/Game/RawAssets/Prefabs/3d/fx_darw.prefab,,,29,assets_game_rawassets_prefabs_3d_hero_027q_attack1_shifa.bundle,assets_game_rawassets_prefabs_3d_hero_027q_attack1_shifa.bundle,ebaa609ef2edf43386fb4be596feb0e8,39955f75,32682,False,6616|6748|6873,
75,Assets/Game/RawAssets/Prefabs/3d/fx_defence_up_buff.prefab,,,30,assets_game_rawassets_prefabs_3d_hero_029q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_029q_attack.bundle,8723b422dceb5e1d7ae6bd2accf65af4,de3053b9,34908,False,6614|6616|6618|6629|6633|6637|6648|6748|6786|6873,
76,Assets/Game/RawAssets/Prefabs/3d/fx_draw_pet.prefab,,,31,assets_game_rawassets_prefabs_3d_hero_029q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_029q_skill_1.bundle,ad9f7b92d8706ac84c1e408a3f41f688,bd87c619,39708,False,6616|6629|6637|6748|6786|6873,
77,Assets/Game/RawAssets/Prefabs/3d/fx_draw_pet_blue.prefab,,,32,assets_game_rawassets_prefabs_3d_hero_030q_attack1_hit_afk.bundle,assets_game_rawassets_prefabs_3d_hero_030q_attack1_hit_afk.bundle,8f43fd8132d078ff02ef529f0d2d07af,6d839805,33092,False,6616|6629|6637|6748|6786|6873,
78,Assets/Game/RawAssets/Prefabs/3d/fx_draw_pet_purple.prefab,,,33,assets_game_rawassets_prefabs_3d_hero_031q_attack1_dandao.bundle,assets_game_rawassets_prefabs_3d_hero_031q_attack1_dandao.bundle,832d5ba4f4600225dbb5d41f3e6c64b7,17ecf9d9,39235,False,6616|6629|6637|6748|6786|6873,
79,Assets/Game/RawAssets/Prefabs/3d/fx_draw_pet_red.prefab,,,34,assets_game_rawassets_prefabs_3d_hero_032q_attack1_dandao.bundle,assets_game_rawassets_prefabs_3d_hero_032q_attack1_dandao.bundle,b1ea10286bb0ee6de821f3f0a4cc6858,4156c0f0,32679,False,6616|6629|6637|6748|6786|6873,
80,Assets/Game/RawAssets/Prefabs/3d/fx_draw_pet_yellow.prefab,,,35,assets_game_rawassets_prefabs_3d_hero_032q_skill_2_hit.bundle,assets_game_rawassets_prefabs_3d_hero_032q_skill_2_hit.bundle,eb41aab0de9dc67d953d0655d4074e1c,8dbdcef9,42790,False,6616|6629|6637|6748|6786|6873,
81,Assets/Game/RawAssets/Prefabs/3d/fx_draw_slug.prefab,,,36,assets_game_rawassets_prefabs_3d_hero_033q_attack1_dandao.bundle,assets_game_rawassets_prefabs_3d_hero_033q_attack1_dandao.bundle,28614f8509cfff81c0f7bd018ce493ad,5c9af88a,5958,False,5308|6616|6629|6630|6637|6748|6873,
82,Assets/Game/RawAssets/Prefabs/3d/fx_draw_slug_blue.prefab,,,37,assets_game_rawassets_prefabs_3d_hero_034q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_034q_attack.bundle,60a5c9e8dd0c9490a10df09b5fc32f5d,edf68a5f,36260,False,5308|6616|6629|6630|6637|6748|6873,
83,Assets/Game/RawAssets/Prefabs/3d/fx_draw_slug_purple.prefab,,,38,assets_game_rawassets_prefabs_3d_hero_035q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_035q_attack.bundle,ecc977f28931c2c82f712122b07bf50b,838e8710,32974,False,5308|6616|6629|6630|6637|6748|6873,
84,Assets/Game/RawAssets/Prefabs/3d/fx_draw_slug_red.prefab,,,39,assets_game_rawassets_prefabs_3d_hero_035q_skill_2.bundle,assets_game_rawassets_prefabs_3d_hero_035q_skill_2.bundle,c1ae9a57a046b5569494c51701495615,202396d1,40311,False,5308|6616|6629|6630|6637|6748|6873,
85,Assets/Game/RawAssets/Prefabs/3d/fx_draw_slug_yellow.prefab,,,40,assets_game_rawassets_prefabs_3d_hero_036q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_036q_skill_1.bundle,dc84482bdf51371fc29ab1cd8fbc4ba2,381c174d,48251,False,5308|6616|6629|6630|6637|6748|6873,
86,Assets/Game/RawAssets/Prefabs/3d/fx_empty_hit.prefab,,,41,assets_game_rawassets_prefabs_3d_hero_037q_attack1_hit_afk.bundle,assets_game_rawassets_prefabs_3d_hero_037q_attack1_hit_afk.bundle,93f504fae6a586a67821fa48cef6d899,ba26fa90,39560,False,6614,
87,Assets/Game/RawAssets/Prefabs/3d/fx_equip_level_up.prefab,,,42,assets_game_rawassets_prefabs_3d_hero_038q_attack1_dandao.bundle,assets_game_rawassets_prefabs_3d_hero_038q_attack1_dandao.bundle,1aba652bf08a3a95e3ffc0578de8ad01,a9287ba9,31042,False,6616|6629|6748|6873,
88,Assets/Game/RawAssets/Prefabs/3d/fx_FirstAccumulative_light.prefab,,,43,assets_game_rawassets_prefabs_3d_hero_039q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_039q_attack.bundle,9b35c2508fb48d3ad11399a7d2d5276b,e5c9ad74,35405,False,6616|6629|6748|6873,
89,Assets/Game/RawAssets/Prefabs/3d/fx_glow.prefab,,,44,assets_game_rawassets_prefabs_3d_hero_039q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_039q_skill_1.bundle,8c8705776cebf0133149b6a43178cb07,b3c8bfeb,48751,False,6616|6629|6873,
