id,bundleName,fileName,fileHash,fileCRC,fileSize,encrypted,tags,dependBundleIDs,unityCRC,bundleLookupHeader
205,assets_game_rawassets_prefabs_skill_enemy_monster_18_attack.bundle,assets_game_rawassets_prefabs_skill_enemy_monster_18_attack.bundle,9b70d02a449d14bb77cbc8279202368e,39733ae7,32762,False,,1507328|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736898|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1852137324|1601793381|1936617325|1601332596|1633628466|1667331188|1969368683|1701602414|-768942777|1717633056|912614497|929456484|842556727|895692856|1664114998|962933348|1681274168|538674|879125555|1714958899|36926|0|402653185|1064448|1187072|1349888|1367552|1380096|1510912|1535232|1691904|1695744|1696000|1696256|1697024|1698048|1698304|1699072|1699328|1699584|1700864|1701888|1727488|1727744|1737216|1749248|1759488|1627404032|1952805747|1634164595|1918854509|1935767393|1937007987|1701998687|1935827302|1768649567|1700752492|1818583928|1953393765|779642463|1684960610|1433036140|2105188|842228016|909272115|909206579|825702757|1667445601|875575606|929391202|828662886|960036872|1684355383|-1986644635|0|65536|1040193280|486539280|-1728053230|-570425324|251658260|234881045|1828716567|-536870889|-520093671|-503316455|-452984807|-385875943|-369098727|-318767079|-301989863|-285212647|-201326567|-134217703|1543503897|1560281114|-2113929190|-1325400038|-654311398|889192474|1936941312|1601401957|1701667175|2002874975|1702064993|1885303668|1634100594|1935635298|1819044203|1601726047|1836019554|779381096|1684960610|114779500|2110664|1714893155|858994484|892954160|1647338340|895706469|959734630|878916656|875638883|926285832|909326642|-1712691655|0|65536|1040193280|486539280|-1728053230|-570425324|251658260|234881045|1828716567|-788529129|-536870887|-520093671|-503316455|-452984807|-385875943|-369098727|-318767079|-301989863|-285212647|-134217703|1543503897|1560281114|-2113929190|-1325400038|-654311398|1073741850|1936941312|1601401957|1701667175|2002874975|1702064993|1885303668|1634100594|1935635298|1819044203|1601726047|1886611812|1751348321|1684632167|1600615263|1647194416|1818521205|376574053|922755231|825766710|825385782|943011427|945959009|875587172|828584500|1717986352|140784692|842217216|946092336|1027174|0|256|272498711|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434700288|434765824|434962432|435027968|435093504|435683328|442236928|442302464|444727296|447807488|450428928|3342336|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1751087206|825259113|1853186606|-1067094940|543656904|946157568|926233908,121178282,f8190000571a00005c1a0000601a0000821a0000b11a0000b81a0000d91a0000
206,assets_game_rawassets_prefabs_skill_fx_hit02.bundle,assets_game_rawassets_prefabs_skill_fx_hit02.bundle,e52dd3b285fa37035bafc09c269666db,a0da92e9,32029,False,,1310720|4158|4637|5273|5342|5391|5902|5997|6624|6625|6626|6629|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736883|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|2019975020|1953065055|1647194928|1818521205|1852781413|872423675|1714894136|825570866|892612659|943219504|811678008|909390132|929249382|140851301|909652224|1630691888|8780595|0|256|272498708|303890432|345571328|350093312|353304576|386793472|393019392|434110464|434176000|434241536|434438144|434962432|435027968|435093504|435683328|442236928|442302464|444727296|447807488|450428928|4128768|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1834973286|1634231141|1868981618|1952410994|825253747|1853186606|1281715300|553333555|1631073536|1667510839|895837030|909523046|959930726|1634022963|1700934453|909402677|905971764|926168628|-1623967693|15|16777216|1245184|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6637|6648|6748|6749|6786|6833|6873|1935736888|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|2019975020|1768649567|1953721452|779383393|1684960610|406218092|2108451|825570148|1681090147|1667316066|828782180|808989798|812003428|1647404086|862348129|1630601224|842556003|-1976881052|0|65536|1040192768|486539280|-1728053230|-570425324|251658260|234881045|1828716567|-788529129|-536870887|-520093671|-503316455|-452984807|-318767079|-301989863|-285212647|-134217703|1543503897|1560281114|-2113929190|-1325400038|-654311398|939524122|1936941312|1601401957|1701667175|2002874975|1702064993|1885303668|1634100594|1935635298|1819044203|1601726047|1701146739|1852402788|1647194469|1818521205|-1087557787|1677729907|812004454|1717645879|825634864|1667642675|1647654455|842479157|895640422|140928051|1633761280|895826021|7873586|0|256|434962439|435027968|435093504|435421184|435683328|442236928|450428928|3997696|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1935636582|1836212596|1885302881|1685021033|1647208801|1818521205|-168056731|1644175411|825831729|1633760357|811677538|1681351220|925905717|1700881713|859268705|140785205|1667523072|895575096|1038694|0|256|272498711|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434700288|434765824|434962432|435027968|435093504|435683328,579361358,f8190000571a00005c1a0000601a0000821a0000b11a0000b81a0000d91a0000
207,assets_game_rawassets_prefabs_skill_fx_trail_01.bundle,assets_game_rawassets_prefabs_skill_fx_trail_01.bundle,bc8f22f1b49a3400b8f68324bb35aae4,cb3e0929,31124,False,,1179648|4158|4637|5273|5342|5391|5902|5997|6624|6625|6626|6629|6637|6648|6748|6749|6786|6833|6873|1935736896|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|2019975020|1701999711|1920299873|1853188197|1735289204|774975583|1684960610|377775468|2158820|862217318|959723828|1684355126|1667326773|1717975095|1681155429|892351075|859386469|946143240|892679473|-2064566217|0|65536|1040193280|486539280|-1728053230|-570425324|251658260|234881045|1828716567|-788529129|-536870887|-520093671|-503316455|-452984807|-385875943|-369098727|-318767079|-301989863|-285212647|-134217703|1543503897|1560281114|-2113929190|-1325400038|-654311398|973078554|1936941312|1601401957|1701667175|2002874975|1702064993|1885303668|1634100594|1935635298|1819044203|1601726047|1935632757|1701670261|825253746|1853186606|-1771738012|537867854|1698063104|828649525|895902003|828662323|926442292|962998585|909522744|845296993|889194596|1647535202|1563570741|126|16777216|1441792|4158|4637|5273|5342|5391|5902|5997|6624|6625|6626|6629|6633|6634|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736889|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|2019975020|1600746847|1701214836|1952539999|1853186606|1768254564|549789538|825767680|1630876212|842490422|828453990|1714893875|962672697|1701132130|962748985|905971813|859333989|1932551733|128|16777216|1441792|4158|4637|5273|5342|5391|5902|5997|6624|6625|6626|6629|6633|6634|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736890|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|2019975020|1600746847|1701214836|1869768543|1969368695|1701602414|-1944378189|828440608|825712950|811808305|808804914|892756536|1698062897|1667446580|1697788005|549734|959669042|909258802|32602|0|369098753|1064448|1187072|1349888|1367552|1380096|1510912|1535232|1695744|1696000|1696256|1697024|1698048|1698304|1699072|1699328|1699584|1701888|1727488|1727744|1737216|1749248|1759488|1627403264|1952805747|1634164595|1918854509|1935767393|1937007987|1701998687|1935827302|1768649567|1734306924|1701080175|2019975022|1853186606|1181052004|553242585|1647600128|892875575|945895525|1697867362|1631137849|1698248754|909195617|1700880993|855640113|1717711715|556938809,1159257402,f8190000571a00005c1a0000601a0000821a0000b11a0000b81a0000d91a0000
208,assets_game_rawassets_prefabs_skill_good_fx.bundle,assets_game_rawassets_prefabs_skill_good_fx.bundle,4213a488467a5fca1b2a60162dff0a98,6ac0fa19,32975,False,,1441792|4158|4637|5273|5342|5391|5902|5997|6624|6625|6626|6629|6633|6634|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736889|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1969708908|1600480361|1735289190|842035813|1853186606|73755748|545665159|895693056|808673590|1684169825|876098405|912406626|1630954545|825307489|1717974118|956303416|1680946529|-197761485|21|16777216|1507328|7|5015|5408|6010|6146|6454|6609|6616|6625|6626|6629|6630|6636|6637|6647|6648|6743|6748|6752|6786|6833|6840|6873|1935736887|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601253680|1647212646|1818521205|2007805029|1694507156|825635125|1717711716|1634022756|909272678|892494137|825440311|1647404129|137442916|912339712|959985459|14564664|0|256|272498712|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434700288|434765824|434831360|434962432|435027968|435093504|435683328|442236928|442302464|444727296|447807488|450428928|3735552|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|825241695|2019975025|1647194719|1818521205|869833317|1644175447|909326645|895837539|909195060|1714577971|1647468901|1714827824|828781618|137572451|845374976|1667523425|9788211|0|256|272498712|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434700288|434765824|434962432|435027968|435093504|435421184|435683328|442236928|442302464|444727296|447807488|450428928|3932160|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|825241695|2020237169|1818848115|1969368684|1701602414|-1133721740|962723872|828596582|895772215|1650549560|1684420705|1700935472|909717559|1647522872|536882|943011120|912352818|54000|0|369098753|1064448|1187072|1349888|1367552|1380096|1510912|1535232|1691904|1695744|1696000|1696256|1697024|1699072|1699328|1699584|1700864|1701888|1727488|1727744|1737216|1749248|1759488|1627405056|1952805747|1634164595|1918854509|1935767393|1937007987|1701998687|1935827302|1768649567|1751084140|1601139301|1899114544|1953784159|778789729|1684960610|1240753516|2106620|1647523128|1630876209|912548663,1597860697,f8190000571a00005c1a0000601a0000821a0000b11a0000b81a0000d91a0000
209,assets_game_rawassets_prefabs_skill_hero_002q_fx.bundle,assets_game_rawassets_prefabs_skill_hero_002q_fx.bundle,64468a9b5943ca951361b71d912cd817,c1df569f,59529,False,,1572864|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6637|6638|6639|6644|6648|6748|6749|6786|6833|6873|1935736889|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601253936|845117542|1853186606|660958308|547092934|959789056|1681274935|1633760306|895902820|959461221|825700913|808662329|1664627558|822085730|959723105|2036610150|146|16777216|1638400|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6635|6637|6638|6639|6644|6648|6748|6749|6786|6833|6873|1935736887|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601254192|1647212646|1818521205|1017707621|939532455|912352307|862140215|858797668|1714829368|929378402|1650734390|1697853497|137835062|1664573952|959852597|7904560|0|256|272498709|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434962432|435027968|435093504|435683328|442236928|442302464|444727296|447807488|450428928|3735552|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|858796127|2019975025|1647194719|1818521205|-969527451|805314782|1630681395|1630876259|1681483364|1681144163|808663137|862335024|1717778275|137913138|895760384|943154276|10236471|0|256|272498711|303890432|345571328|350093312|353304576|386793472|393019392|434110464|434176000|434241536|434438144|434700288|434765824|434831360|434962432|435027968|435093504|435683328|442236928|442302464|444727296|447807488|450428928|3604480|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|892350559|2019975025|1853186606|-563778460|547755747|892416256|926298722|1717658978|812004656|1680879923|825778786|1630746681|808870242|1694500962|875782499|1013069876|138|16777216|1376256|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736889|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601254704|845117542|1853186606|-1452970908|542971702|878797824|1717659233|962670646|859058737|946090854|842281270,2348894478,f8190000571a00005c1a0000601a0000821a0000b11a0000b81a0000d91a0000
210,assets_game_rawassets_prefabs_skill_hero_006q_fx.bundle,assets_game_rawassets_prefabs_skill_hero_006q_fx.bundle,c2aa3c338fc400ae68a51bb1570ee250,6f189a47,47930,False,,1441792|4158|4637|5273|5342|5391|5902|5997|6624|6625|6626|6629|6633|6634|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736889|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601254960|845117542|1853186606|-211456924|541929526|1714763776|909271396|859137381|959668790|895574583|859190838|892877153|945960549|1694500962|825373540|-1372112796|198|16777216|1441792|4158|4637|5273|5342|5391|5902|5997|6624|6625|6626|6629|6633|6634|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736891|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601255216|1635021921|1647209315|1818521205|629390693|1711284428|825307186|1650746722|909521251|825308976|825779300|942761315|1701064758|140731443|929380352|1631074615|8159078|0|256|272498711|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434700288|434765824|434962432|435027968|435093504|435683328|442236928|442302464|444727296|447807488|450428928|3604480|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|925904991|2019975025|1853186606|962948196|540339666|842097920|1633827170|825451617|875718243|946102625|1717712946|959788900|1630614117|805308516|1684091442|623981617|303|16777216|1638400|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6635|6637|6638|6639|6644|6648|6748|6749|6786|6833|6873|1935736889|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601255216|845117542|1853186606|862284900|546066539|1667510528|859320633|1697867064|909326694|1684288870|912549425|892756531|875586869|889194595|859203121|-1587322527|132|16777216|1572864|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6637|6638|6639|6644|6648|6748|6749|6786|6833|6873|1935736891|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601255472|1635021921|1647209315|1818521205|1345208421|939532455|895770980|825243961,3422527670,f8190000571a00005c1a0000601a0000821a0000b11a0000b81a0000d91a0000
211,assets_game_rawassets_prefabs_skill_hero_008q_fx.bundle,assets_game_rawassets_prefabs_skill_hero_008q_fx.bundle,b6d1e3f74d0ee942011bd90c303f29d2,23d336c9,134491,False,,1769472|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6635|6637|6638|6639|6644|6645|6646|6648|6748|6749|6786|6833|6873|1935736889|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601255472|845117542|1853186606|2103798884|548351502|929445632|1684420197|1681406260|1717712433|1714643556|1681077345|812004407|1650866531|939526199|1714631478|1650668389|183|16777216|1769472|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6635|6637|6638|6639|6644|6645|6646|6648|6748|6749|6786|6833|6873|1935736891|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1634548016|1768649592|1647209580|1818521205|-2144416411|1677729896|1667511608|811689521|946221922|825569590|959800116|1714893365|875980341|137637990|825372928|1717855074|17043812|0|256|272498709|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434962432|435027968|435093504|435683328|442236928|442302464|444727296|447807488|450428928|3604480|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|959459423|2019975025|1853186606|-882545564|538461084|962683648|895562597|1647587426|892810289|909600310|825701989|842347059|875573558|855640115|895694640|-815385242|131|16777216|1441792|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6637|6638|6639|6644|6648|6748|6749|6786|6833|6873|1935736889|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601255728|845117542|1853186606|2137353316|547692977|962934016|1650549813|962670649|1630614115|808673889|1667327334|929457459|842150756|1627392053|1714512178|-228247710|158|16777216|1507328|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736887|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601253425|1647212646|1818521205|183712869,2288151495,f8190000571a00005c1a0000601a0000821a0000b11a0000b81a0000d91a0000
212,assets_game_rawassets_prefabs_skill_hero_0111q_fx.bundle,assets_game_rawassets_prefabs_skill_hero_0111q_fx.bundle,0d4eb86a50f633c807d9db490ca09059,7f8b69ff,34202,False,,1376256|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736887|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601253681|1647212646|1818521205|965729637|939532398|812016996|1714762037|842020401|1717711924|1650799673|942945842|1681077303|137441584|808543232|1714512436|18584624|0|256|272498712|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434700288|434765824|434831360|434962432|435027968|435093504|435683328|442236928|442302464|444727296|447807488|450428928|3735552|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|825307231|2019975025|1647194719|1818521205|-1730237339|956309523|962803814|1647587686|946092389|825504053|895640625|912668722|808663140|140785459|828530944|1647403621|8661552|0|256|272498712|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434700288|434765824|434831360|434962432|435027968|435093504|435683328|442236928|442302464|444727296|447807488|450428928|3932160|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|825307231|2020237169|1818848115|1969368684|1701602414|1444526401|912457760|825571381|1630691890|845296432|842085689|962880610|943208247|962945635|537401|942748469|1681404983|89425|0|402653185|1064448|1187072|1349888|1367552|1380096|1510912|1535232|1691904|1695744|1696000|1696256|1697024|1698048|1698304|1699072|1699328|1699584|1700864|1701888|1727488|1727744|1737216|1749248|1759488|1627404032|1952805747|1634164595|1918854509|1935767393|1937007987|1701998687|1935827302|1768649567|1751084140|1601139301|1899114800|779642463|1684960610|1261004140|2124515|943011377|959471920|1684234800|1717909601|895627576|959788897|1664443192|875967585|1664679944|1714435127|-2111948750|0|65536|1040192768|486539280|-1728053230|-570425324|251658260|234881045|1828716567|-788529129|-536870887|-520093671|-503316455|-452984807|-318767079|-301989863|-285212647|-134217703|1543503897|1560281114|-2113929190|-1325400038|-654311398|956301338|1936941312|1601401957|1701667175|2002874975|1702064993|1885303668|1634100594|1935635298|1819044203|1919248479|825253743|1717530930|775053176|1684960610|71460204|2115082|943010103|1697997412|926365797|825440056|909719654,3609988270,f8190000571a00005c1a0000601a0000821a0000b11a0000b81a0000d91a0000
213,assets_game_rawassets_prefabs_skill_hero_013q_attack.bundle,assets_game_rawassets_prefabs_skill_hero_013q_attack.bundle,50cb5701865a92c0180a15ff501ab25d,e95d42bf,31539,False,,1507328|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736887|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601254193|1647212646|1818521205|1797034853|1660952792|1701077808|1664432183|1717647412|842491192|845493553|808532275|1664443702|137836343|912668160|1667379768|7903844|0|256|272498712|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434700288|434765824|434831360|434962432|435027968|435093504|435683328|442236928|442302464|444727296|447807488|450428928|3735552|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|858861663|2019975025|1647194719|1818521205|-570328731|889200828|962999908|1630889271|808597296|895640163|808871012|895760737|959723878|140731445|909534208|946234419|9386806|0|256|272498712|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434700288|434765824|434962432|435027968|435093504|435421184|435683328|442236928|442302464|444727296|447807488|450428928|3604480|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|875638879|2019975025|1853186606|-983208860|540246358|808923904|858861620|812015970|808531553|1664496952|945906483|895629366|892350512|939526241|1647588194|137519717|179|16777216|1441792|4158|4637|5273|5342|5391|5902|5997|6624|6625|6626|6629|6633|6634|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736889|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601254449|845117542|1853186606|593849444|541492283|1633956096|1647863089|1681469749|1630822704|909258852|926365239|1698194738|929181797|838862897|808936241|2019714105|174|16777216|1441792|4158|4637|5273|5342|5391|5902|5997|6624|6625|6626|6629|6633|6634|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736887|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601254705|1647212646|1818521205|612990821|1711284438|1664311600|1697724209|926496820|962737508|845296688,2281512959,f8190000571a00005c1a0000601a0000821a0000b11a0000b81a0000d91a0000
214,assets_game_rawassets_prefabs_skill_hero_016q_attack.bundle,assets_game_rawassets_prefabs_skill_hero_016q_attack.bundle,d4cff968c4a391754253c6cf01054106,53bb19b4,31609,False,,1507328|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736887|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601254961|1647212646|1818521205|977893477|855646375|942760803|842490418|962672690|895627320|909260642|1634100321|909652066|137586019|1631085824|1684301410|8125489|0|256|272498711|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434700288|434765824|434962432|435027968|435093504|435683328|442236928|442302464|444727296|447807488|450428928|3735552|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|909193311|2019975025|1647194719|1818521205|-98012315|1627398249|943274338|1630680375|943272755|959527218|1633891892|862020407|925906021|137782321|842020352|892744497|9639735|0|256|272498714|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434700288|434765824|434831360|434962432|435027968|435093504|435224576|435421184|435683328|442236928|442302464|444727296|447807488|450428928|3604480|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|925970527|2019975025|1853186606|1600482404|545492967|945960192|895771185|1650877282|842543668|926180454|1714434402|1650538084|1714630705|905971763|1684104505|-1489672651|123|16777216|1310720|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6637|6644|6648|6748|6749|6786|6833|6873|1935736891|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601255473|1635021921|1647209315|1818521205|-856879515|1627398241|892822832|1714893620|926180406|895629670|825583156|1717724470|842031459|140730929|1700999424|875966821|8123442|0|256|272498711|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434700288|434765824|434962432|435027968|435093504|435683328|442236928|442302464|444727296|447807488|450428928|3604480|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|942747743|2019975025|1853186606|-697996188|540144605|942879488|845295670|842346849|862336354|1650536805,651178468,f8190000571a00005c1a0000601a0000821a0000b11a0000b81a0000d91a0000
215,assets_game_rawassets_prefabs_skill_hero_018q_fx_2.bundle,assets_game_rawassets_prefabs_skill_hero_018q_fx_2.bundle,381ef9b977a7325902dbf44fd5485bd8,13658982,33363,False,,1376256|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736891|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601255729|1635021921|1647209315|1818521205|-506919835|922755139|1647587890|1630942512|892941880|912601904|1714434098|1664170288|962945591|137966391|1714500608|925983801|9315128|0|256|272498711|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434700288|434765824|434962432|435027968|435093504|435683328|442236928|442302464|444727296|447807488|450428928|3604480|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|959524959|2019975025|1853186606|-681218972|549866823|858797824|1714958690|926167608|808661857|909600305|942956902|1697866802|1647849528|1694500962|811872565|1029845296|191|16777216|1638400|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6637|6638|6639|6644|6648|6748|6749|6786|6831|6833|6873|1935736889|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601255729|845117542|1853186606|-1822069660|553214499|1630888704|943141430|876034104|828466481|945972281|1697998389|862009401|1664626788|822085733|1717909091|291661105|204|16777216|1572864|4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6635|6637|6638|6639|6648|6748|6749|6786|6833|6873|1935736887|1937007987|1835099999|1634885477|1936941431|1601401957|1717924464|1601397345|1818848115|1701338988|811560818|1601253426|1647212646|1818521205|497023077|939532292|1715037497|1697920097|808793446|929183842|825833573|876110436|912537907|137717093|962945792|1680879666|12782392|0|256|272498710|303890432|345571328|350093312|353304576|386793472|393019392|433127424|434110464|434176000|434241536|434438144|434962432|435027968|435093504|435421184|435683328|442236928|442302464|444727296|447807488|450428928|3735552|1702064993|1734308724|1600482657|1635213682|1952805747|1919967091|1650550373|1802723187|1600941161|1869768040|808595551|2019975025|1647194719|1818521205|-2044785307|838869106|1700881253|862020152|862269542|825372722,3011662986,f8190000571a00005c1a0000601a0000821a0000b11a0000b81a0000d91a0000
