_index,id,occupation,heroType,rare,rare2,rare3,isShow,isAdvanced,advanced,advancedGoods,advancedSkin,mimicry,evolution,exclusiveGift,recruitItem,goodExp,extraCost,goodLimit,max,maxSkill,development,skillLimit,normalAttack,skill1,skill2,skill3,skill4,changeLimit,skin,slugRecommend,recruitVideo,attackAuto,flyObj,hitEff,powerStar,powerIcon,npcPic,favorLimit,favorGoods,name,jName,tName,label,recruit,number,myth,poewr,career,personality,hobby,birthday,description,story1,story2,story3,height,birth,age,birthplace,hate,sex,coreAttribute,fightStyle
10,240042,1,2,3,0,0,1,0,0,,0,0,1,210030,1240042,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1456744;380;56925;1229719;6959;304,240042004;240042303;240042103;240042204,110000560;1200;0|110000550;25;0|110000560;480;0|110000550;55;0|110000560;840;0|110000550;85;0|110000560;1200;0,4,24004200,240042001,240042301,240042101,240042201,44,24004200,2700020;2700026;2700041;2700042;2700043,,attack1,hero_039q_attack1_dandao,hero_039q_attack1_hit_afk,1003,flag_1003,24004200,10000,700004;700017;700010;700030,hero_title240042,hero_title240042,hero2400421,hero_label_2400421;hero_label_2400422,hero_zm_240042,hero_bh_240042,hero_sh_240042,hero_sl_240042,hero_zy_240042,hero_rg_240042,hero_xh_240042,hero_sr_240042,hero_js_240042,hero_s1_240042,hero_s2_240042,hero_s3_240042,hero2400604,hero2400605,hero2400606,hero2400607,hero2400608,hero_nv,101,0
11,240043,3,1,2,0,0,1,0,0,,0,0,0,210033,1240043,30|5|5|5|5|5|5|10|10|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0,212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0,14,68760;180;8422;50794;2261;102,240043003;240043202;240043102,110000550;50;0|110000560;180;0|110000550;25;0,3,24004300,240043001,240043201,240043101,0,14,24004300,2700013;2700030;2700035;2700036,,attack,hero_021q_attack1_dandao,hero_021q_attack,1003,flag_1005,24004300,10000,700003;700014;700018;700023,hero_title240043,hero_title240043,hero2400431,hero_label_2400431;hero_label_2400432,hero_zm_240043,hero_bh_240043,hero_sh_240043,hero_sl_240043,hero_zy_240043,hero_rg_240043,hero_xh_240043,hero_sr_240043,hero_js_240043,hero_s1_240043,hero_s2_240043,hero_s3_240043,hero2400704,hero2400705,hero2400706,hero2400707,hero2400708,hero_nv,104,1
12,240044,1,4,2,0,0,1,0,0,,0,0,0,210034,1240044,30|5|5|5|5|5|5|10|10|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0,212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0,14,58199;180;4123;65563;3109;101,240044003;240044202;240044102,110000560;600;0|110000550;15;0|110000560;300;0,3,24004400,240044001,240044201,240044101,0,14,24004400,2700020;2700026;2700041;2700042;2700043,,attack1,hero_033q_attack1_dandao,hero_033q_attack1_hit_afk,1003,flag_1009,24004400,10000,700005;700011;700015;700022,hero_title240044,hero_title240044,hero2400441,hero_label_2400441;hero_label_2400442,hero_zm_240044,hero_bh_240044,hero_sh_240044,hero_sl_240044,hero_zy_240044,hero_rg_240044,hero_xh_240044,hero_sr_240044,hero_js_240044,hero_s1_240044,hero_s2_240044,hero_s3_240044,hero2400804,hero2400805,hero2400806,hero2400807,hero2400808,hero_nv,110,0
13,240045,4,3,3,0,0,1,0,0,,0,0,1,210035,1240045,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1878789;380;91841;1397424;5824;101,240045004;240045303;240045103;240045204,110000560;1200;0|110000550;25;0|110000560;480;0|110000550;55;0|110000560;840;0|110000550;85;0|110000560;1200;0,4,24004500,240045001,240045301,240045101,240045201,44,24004500,2700014;2700026;2700028;2700038,,attack1,hero_005q_attack1_dandao,hero_005q_attack1_hit_afk,1003,flag_1009,24004500,10000,700001;700011;700017;700027,hero_title240045,hero_title240045,hero2400451,hero_label_2400451;hero_label_2400452,hero_zm_240045,hero_bh_240045,hero_sh_240045,hero_sl_240045,hero_zy_240045,hero_rg_240045,hero_xh_240045,hero_sr_240045,hero_js_240045,hero_s1_240045,hero_s2_240045,hero_s3_240045,hero2400904,hero2400905,hero2400906,hero2400907,hero2400908,hero_nv,105,0
14,240046,3,1,3,0,0,1,0,0,,0,0,1,210036,1240046,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1932161;380;127100;936240;5407;204,240046003;240046303;240046104;240046204,110000550;100;0|110000560;300;0|110000550;40;0|110000560;660;0|110000550;70;0|110000560;1020;0|110000550;100;0,4,24004600,240046001,240046301,240046101,240046201,44,24004600,2700012;2700013;2700030;2700034;2700035;2700036,,attack,hero_007q_attack1_dandao,hero_007q_attack,1003,flag_1003,24004600,10000,700003;700012;700018;700026,hero_title240046,hero_title240046,hero2400461,hero_label_2400461;hero_label_2400462,hero_zm_240046,hero_bh_240046,hero_sh_240046,hero_sl_240046,hero_zy_240046,hero_rg_240046,hero_xh_240046,hero_sr_240046,hero_js_240046,hero_s1_240046,hero_s2_240046,hero_s3_240046,hero2401004,hero2401005,hero2401006,hero2401007,hero2401008,hero_nv,109,1
15,240047,3,2,3,0,0,1,0,0,,0,0,1,210037,1240047,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1932703;380;129691;936631;5195;304,240047004;240047303;240047103;240047204,110000550;100;0|110000560;300;0|110000550;40;0|110000560;660;0|110000550;70;0|110000560;1020;0|110000550;100;0,4,24004700,240047001,240047301,240047101,240047201,44,24004700,2700013;2700030;2700035,,attack,hero_059q_attack1_dandao,hero_059q_attack,1003,flag_1002,24004700,10000,700004;700009;700010;700025,hero_title240047,hero_title240047,hero2400471,hero_label_2400471;hero_label_2400472,hero_zm_240047,hero_bh_240047,hero_sh_240047,hero_sl_240047,hero_zy_240047,hero_rg_240047,hero_xh_240047,hero_sr_240047,hero_js_240047,hero_s1_240047,hero_s2_240047,hero_s3_240047,hero2401104,hero2401105,hero2401106,hero2401107,hero2401108,hero_nv,112,1
16,240048,3,3,3,0,0,1,0,0,,0,0,1,210038,1240048,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1925462;380;128669;924390;5338;104,240048004;240048303;240048104;240048203,110000550;100;0|110000560;300;0|110000550;40;0|110000560;660;0|110000550;70;0|110000560;1020;0|110000550;100;0,4,24004800,240048001,240048301,240048101,240048201,44,24004800,2700013;2700025;2700030;2700035,,attack,hero_029q_attack1_dandao,hero_029q_attack,1003,flag_1003,24004800,10000,700001;700009;700015;700030,hero_title240048,hero_title240048,hero2400481,hero_label_2400481;hero_label_2400482,hero_zm_240048,hero_bh_240048,hero_sh_240048,hero_sl_240048,hero_zy_240048,hero_rg_240048,hero_xh_240048,hero_sr_240048,hero_js_240048,hero_s1_240048,hero_s2_240048,hero_s3_240048,hero2401204,hero2401205,hero2401206,hero2401207,hero2401208,hero_nv,107,1
17,240050,3,3,3,0,0,1,0,0,,0,0,1,210043,1240050,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1893363;380;127100;908196;5299;207,240050004;240050303;240050103;240050204,110000550;100;0|110000560;300;0|110000550;40;0|110000560;660;0|110000550;70;0|110000560;1020;0|110000550;100;0,4,24005000,240050001,240050301,240050101,240050201,44,24005000,2700013;2700030;2700035,,attack,hero_040q_attack1_dandao,hero_040q_attack,1003,flag_1004,24005000,10000,700001;700009;700010;700025,hero_title240050,hero_title240050,hero2400501,hero_label_2400501;hero_label_2400502,hero_zm_240050,hero_bh_240050,hero_sh_240050,hero_sl_240050,hero_zy_240050,hero_rg_240050,hero_xh_240050,hero_sr_240050,hero_js_240050,hero_s1_240050,hero_s2_240050,hero_s3_240050,hero2401404,hero2401405,hero2401406,hero2401407,hero2401408,hero_nv,109,1
18,240052,3,4,3,0,0,1,0,0,,0,0,1,210045,1240052,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1866109;380;128395;955207;5517;216,240052003;240052303;240052104;240052204,110000550;100;0|110000560;300;0|110000550;40;0|110000560;660;0|110000550;70;0|110000560;1020;0|110000550;100;0,4,24005200,240052001,240052301,240052101,240052201,44,24005200,2700013;2700030;2700035;2700036;2700040,,attack1,hero_025q_attack1_dandao,hero_025q_attack1_hit_afk,1003,flag_1005,24005200,10000,700005;700011;700007;700023,hero_title240052,hero_title240052,hero2400521,hero_label_2400521;hero_label_2400522,hero_zm_240052,hero_bh_240052,hero_sh_240052,hero_sl_240052,hero_zy_240052,hero_rg_240052,hero_xh_240052,hero_sr_240052,hero_js_240052,hero_s1_240052,hero_s2_240052,hero_s3_240052,hero2401604,hero2401605,hero2401606,hero2401607,hero2401608,hero_nv,107,0
19,240053,4,2,3,0,0,1,0,0,,0,0,1,210046,1240053,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1909053;380;93746;1398002;5947;107,240053004;240053303;240053103;240053204,110000560;1200;0|110000550;25;0|110000560;480;0|110000550;55;0|110000560;840;0|110000550;85;0|110000560;1200;0,4,24005300,240053001,240053301,240053101,240053201,44,24005300,2700014;2700026;2700028;2700038,,attack1,hero_032q_attack1_dandao,hero_032q_attack1_hit_afk,1003,flag_1009,24005300,10000,700004;700011;700018;700027,hero_title240053,hero_title240053,hero2400531,hero_label_2400531;hero_label_2400532,hero_zm_240053,hero_bh_240053,hero_sh_240053,hero_sl_240053,hero_zy_240053,hero_rg_240053,hero_xh_240053,hero_sr_240053,hero_js_240053,hero_s1_240053,hero_s2_240053,hero_s3_240053,hero2401704,hero2401705,hero2401706,hero2401707,hero2401708,hero_nv,110,0
20,240054,2,1,3,0,1,1,0,0,,0,0,1,210047,1240054,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1932703;380;129691;936631;5195;221,240054004;240054303;240054104;240054203,110000550;100;0|110000560;300;0|110000550;40;0|110000560;660;0|110000550;70;0|110000560;1020;0|110000550;100;0,4,24005400,240054001,240054301,240054101,240054201,44,24005400,2700012;2700013;2700031;2700034;2700037,,attack1,hero_020q_attack1_dandao,hero_020q_attack1_hit_afk,1003,flag_1009,24005400,10000,700003;700012;700018;700027,hero_title240054,hero_title240054,hero2400541,hero_label_2400541;hero_label_2400542,hero_zm_240054,hero_bh_240054,hero_sh_240054,hero_sl_240054,hero_zy_240054,hero_rg_240054,hero_xh_240054,hero_sr_240054,hero_js_240054,hero_s1_240054,hero_s2_240054,hero_s3_240054,hero2401804,hero2401805,hero2401806,hero2401807,hero2401808,hero_nv,109,0
21,240055,1,5,4,0,2,1,0,0,,0,0,1,210048,1240055,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5202616;380;124419;2712567;9851;304,240055003;240055304;240055104;240055204,110000560;2160;0|110000550;45;0|110000560;840;0|110000550;95;0|110000560;1440;0|110000550;150;0|110000560;2160;0|110000550;210;0|110000560;2880;0,4,24005500,240055001,240055301,240055101,240055201,99,24005500,2700020;2700026;2700041;2700042;2700043,recruit_016,attack1,hero_016q_attack1_dandao,hero_016q_attack1_hit_afk,1003,flag_1003,24005500,10000,700002;700015;700013;700024,hero_title240055,hero_title240055,hero2400551,hero_label_2400551;hero_label_2400552,hero_zm_240055,hero_bh_240055,hero_sh_240055,hero_sl_240055,hero_zy_240055,hero_rg_240055,hero_xh_240055,hero_sr_240055,hero_js_240055,hero_s1_240055,hero_s2_240055,hero_s3_240055,hero2401904,hero2401905,hero2401906,hero2401907,hero2401908,hero_nv,101,0
22,240057,2,1,3,0,0,1,0,0,,0,0,1,210050,1240057,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1932949;380;129691;917855;5412;110,240057003;240057303;240057104;240057204,110000550;100;0|110000560;300;0|110000550;40;0|110000560;660;0|110000550;70;0|110000560;1020;0|110000550;100;0,4,24005700,240057001,240057301,240057101,240057201,44,24005700,2700012;2700013;2700031;2700034;2700037,,attack,hero_002q_attack1_dandao,hero_002q_attack,1003,flag_1002,24005700,10000,700003;700020;700013;700030,hero_title240057,hero_title240057,hero2400571,hero_label_2400571;hero_label_2400572,hero_zm_240057,hero_bh_240057,hero_sh_240057,hero_sl_240057,hero_zy_240057,hero_rg_240057,hero_xh_240057,hero_sr_240057,hero_js_240057,hero_s1_240057,hero_s2_240057,hero_s3_240057,hero2402104,hero2402105,hero2402106,hero2402107,hero2402108,hero_nv,109,1
23,240058,1,2,1,0,0,1,0,0,,0,0,0,210051,1240058,20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0,2,8579;100;951;14212;1477;102,240058001,110000560;300;0,1,24005800,240058001,0,0,0,2,24005800,2700020;2700026;2700041;2700042;2700043,,attack1,hero_031q_attack1_dandao,hero_031q_attack1_hit_afk,1003,flag_1005,24005800,10000,700004;700017;700006;700024,hero_title240058,hero_title240058,hero2400581,hero_label_2400581;hero_label_2400582,hero_zm_240058,hero_bh_240058,hero_sh_240058,hero_sl_240058,hero_zy_240058,hero_rg_240058,hero_xh_240058,hero_sr_240058,hero_js_240058,hero_s1_240058,hero_s2_240058,hero_s3_240058,hero2402204,hero2402205,hero2402206,hero2402207,hero2402208,hero_nv,104,0
24,240060,1,1,3,0,0,1,0,0,,0,0,1,210053,1240060,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,1657738;380;58312;1259017;7471;301,240060004;240060303;240060103;240060204,110000560;1200;0|110000550;25;0|110000560;480;0|110000550;55;0|110000560;840;0|110000550;85;0|110000560;1200;0,4,24006000,240060001,240060301,240060101,240060201,44,24006000,2700020;2700026;2700041;2700042;2700043,,attack1,hero_043q_attack1_dandao,hero_043q_attack1_hit_afk,1003,flag_1008,24006000,10000,700003;700011;700013;700024,hero_title240060,hero_title240060,hero2400601,hero_label_2400601;hero_label_2400602,hero_zm_240060,hero_bh_240060,hero_sh_240060,hero_sl_240060,hero_zy_240060,hero_rg_240060,hero_xh_240060,hero_sr_240060,hero_js_240060,hero_s1_240060,hero_s2_240060,hero_s3_240060,hero2402404,hero2402405,hero2402406,hero2402407,hero2402408,hero_nv,106,0
25,240061,3,5,4,0,2,1,0,0,,0,0,1,210054,1240061,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|50|50|50|50|50|50|60|60|60|60|60|60|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200033;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;40000,200033;10",44,5942102;380;266798;1998903;7211;106,240061003;240061304;240061104;240061204,110000550;180;0|110000560;540;0|110000550;70;0|110000560;1140;0|110000550;120;0|110000560;1800;0|110000550;180;0|110000560;2520;0|110000550;240;0,4,24006100,240061001,240061301,240061101,240061201,99,24006100,2700013;2700030;2700035;2700036,recruit_018,attack,hero_018q_attack1_dandao,hero_018q_attack,1003,flag_1005,24006100,10000,700002;700014;700013;700028,hero_title240061,hero_title240061,hero2400611,hero_label_2400611;hero_label_2400612,hero_zm_240061,hero_bh_240061,hero_sh_240061,hero_sl_240061,hero_zy_240061,hero_rg_240061,hero_xh_240061,hero_sr_240061,hero_js_240061,hero_s1_240061,hero_s2_240061,hero_s3_240061,hero2402504,hero2402505,hero2402506,hero2402507,hero2402508,hero_nv,107,1
26,240062,1,2,3,1,1,1,0,0,,0,0,1,210055,1240062,60|10|10|10|10|10|10|20|20|20|20|20|20|30|30|30|30|30|30|40|40|40|40|40|40|60|60|60|60|60|60|80|80|80|80|80|80,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10",44,2211479;380;69526;1512684;7968;301,240062004;240062303;240062103;240062204,110000560;1200;0|110000550;25;0|110000560;480;0|110000550;55;0|110000560;840;0|110000550;85;0|110000560;1200;0,4,24006200,240062001,240062301,240062101,240062201,44,24006200,2700020;2700026;2700041;2700042;2700043,,attack,hero_024q_attack1_dandao,hero_024q_attack,1003,flag_1009,24006200,10000,700004;700014;700015;700029,hero_title240062,hero_title240062,hero2400621,hero_label_2400621;hero_label_2400622,hero_zm_240062,hero_bh_240062,hero_sh_240062,hero_sl_240062,hero_zy_240062,hero_rg_240062,hero_xh_240062,hero_sr_240062,hero_js_240062,hero_s1_240062,hero_s2_240062,hero_s3_240062,hero2402604,hero2402605,hero2402606,hero2402607,hero2402608,hero_nv,108,1
27,240065,2,5,3,1,1,1,0,250065,200035;50,24006502,0,1,210058,1240065,60|10|10|10|10|10|10|30|30|30|30|30|30|50|50|50|50|50|50|80|80|80|80|80|80|100|100|100|100|100|100|120|120|120|120|120|120|140|140|140|140|140|140|140|140|140|140|140|140,"212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;0|212001;2000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;4000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;10000|212001;0|212001;0|212001;0|212001;0|212001;0|212001;15000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;20000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200031;10|212001;0|212001;0|212001;0|212001;0|212001;0|212001;30000,200031;10",44,2787949;380;161148;1177986;6385;225,240065004;240065303;240065103;240065204,110000550;80;0|110000560;165;0|110000550;20;0|110000560;275;0|110000550;30;0|110000560;550;0|110000550;70;0|110000560;900;0|110000550;110;0,4,24006500,240065001,240065301,240065101,240065201,99,24006500,2700013;2700031;2700037,,attack1,hero_003q_attack1_dandao,hero_003q_attack1_hit_afk,1003,flag_1007,24006500,10000,700002;700020;700015;700022,hero_title240065,hero_title240065,hero2400651,hero_label_2400651;hero_label_2400652,hero_zm_240065,hero_bh_240065,hero_sh_240065,hero_sl_240065,hero_zy_240065,hero_rg_240065,hero_xh_240065,hero_sr_240065,hero_js_240065,hero_s1_240065,hero_s2_240065,hero_s3_240065,hero2402904,hero2402905,hero2402906,hero2402907,hero2402908,hero_nv,103,0
