_index,id,type,para,reward
326,10327,1,3270,230131;1
327,10328,1,3280,230132;1
328,10329,1,3290,230131;1
329,10330,1,3300,230133;1
330,10331,1,3310,230131;1
331,10332,1,3320,230131;1
332,10333,1,3330,230132;1
333,10334,1,3340,230131;1
334,10335,1,3350,230131;1
335,10336,1,3360,230132;1
336,10337,1,3370,230131;1
337,10338,1,3380,230132;1
338,10339,1,3390,230131;1
339,10340,1,3400,230133;1
340,10341,1,3410,230131;1
341,10342,1,3420,230131;1
342,10343,1,3430,230132;1
343,10344,1,3440,230131;1
344,10345,1,3450,230131;1
345,10346,1,3460,230132;1
346,10347,1,3470,230131;1
347,10348,1,3480,230132;1
348,10349,1,3490,230131;1
349,10350,1,3500,230133;1
350,10351,1,3510,230131;1
351,10352,1,3520,230131;1
352,10353,1,3530,230132;1
353,10354,1,3540,230131;1
354,10355,1,3550,230131;1
355,10356,1,3560,230132;1
356,10357,1,3570,230131;1
357,10358,1,3580,230132;1
358,10359,1,3590,230131;1
359,10360,1,3600,230133;1
360,10361,1,3610,230131;1
361,10362,1,3620,230131;1
362,10363,1,3630,230132;1
363,10364,1,3640,230131;1
364,10365,1,3650,230131;1
365,10366,1,3660,230132;1
366,10367,1,3670,230131;1
367,10368,1,3680,230132;1
368,10369,1,3690,230131;1
369,10370,1,3700,230133;1
370,10371,1,3710,230131;1
371,10372,1,3720,230131;1
372,10373,1,3730,230132;1
373,10374,1,3740,230131;1
374,10375,1,3750,230131;1
375,10376,1,3760,230132;1
376,10377,1,3770,230131;1
377,10378,1,3780,230132;1
378,10379,1,3790,230131;1
379,10380,1,3800,230133;1
380,10381,1,3810,230131;1
381,10382,1,3820,230131;1
382,10383,1,3830,230132;1
383,10384,1,3840,230131;1
384,10385,1,3850,230131;1
385,10386,1,3860,230132;1
386,10387,1,3870,230131;1
387,10388,1,3880,230132;1
388,10389,1,3890,230131;1
389,10390,1,3900,230133;1
390,10391,1,3910,230131;1
391,10392,1,3920,230131;1
392,10393,1,3930,230132;1
393,10394,1,3940,230131;1
394,10395,1,3950,230131;1
395,10396,1,3960,230132;1
396,10397,1,3970,230131;1
397,10398,1,3980,230132;1
398,10399,1,3990,230131;1
399,10400,1,4000,230133;1
400,10401,1,4010,230131;1
401,10402,1,4020,230131;1
402,10403,1,4030,230132;1
403,10404,1,4040,230131;1
404,10405,1,4050,230131;1
405,10406,1,4060,230132;1
406,10407,1,4070,230131;1
407,10408,1,4080,230132;1
408,10409,1,4090,230131;1
409,10410,1,4100,230133;1
410,10411,1,4110,230131;1
411,10412,1,4120,230131;1
412,10413,1,4130,230132;1
413,10414,1,4140,230131;1
414,10415,1,4150,230131;1
415,10416,1,4160,230132;1
416,10417,1,4170,230131;1
417,10418,1,4180,230132;1
418,10419,1,4190,230131;1
419,10420,1,4200,230133;1
420,10421,1,4210,230131;1
421,10422,1,4220,230131;1
422,10423,1,4230,230132;1
423,10424,1,4240,230131;1
424,10425,1,4250,230131;1
425,10426,1,4260,230132;1
426,10427,1,4270,230131;1
427,10428,1,4280,230132;1
428,10429,1,4290,230131;1
429,10430,1,4300,230133;1
430,10431,1,4310,230131;1
431,10432,1,4320,230131;1
432,10433,1,4330,230132;1
433,10434,1,4340,230131;1
434,10435,1,4350,230131;1
435,10436,1,4360,230132;1
436,10437,1,4370,230131;1
437,10438,1,4380,230132;1
438,10439,1,4390,230131;1
439,10440,1,4400,230133;1
440,10441,1,4410,230131;1
441,10442,1,4420,230131;1
442,10443,1,4430,230132;1
443,10444,1,4440,230131;1
444,10445,1,4450,230131;1
445,10446,1,4460,230132;1
446,10447,1,4470,230131;1
447,10448,1,4480,230132;1
448,10449,1,4490,230131;1
449,10450,1,4500,230133;1
450,10451,1,4510,230131;1
451,10452,1,4520,230131;1
452,10453,1,4530,230132;1
453,10454,1,4540,230131;1
454,10455,1,4550,230131;1
455,10456,1,4560,230132;1
456,10457,1,4570,230131;1
457,10458,1,4580,230132;1
458,10459,1,4590,230131;1
459,10460,1,4600,230133;1
460,10461,1,4610,230131;1
461,10462,1,4620,230131;1
462,10463,1,4630,230132;1
463,10464,1,4640,230131;1
464,10465,1,4650,230131;1
465,10466,1,4660,230132;1
466,10467,1,4670,230131;1
467,10468,1,4680,230132;1
468,10469,1,4690,230131;1
469,10470,1,4700,230133;1
470,10471,1,4710,230131;1
471,10472,1,4720,230131;1
472,10473,1,4730,230132;1
473,10474,1,4740,230131;1
474,10475,1,4750,230131;1
475,10476,1,4760,230132;1
476,10477,1,4770,230131;1
477,10478,1,4780,230132;1
478,10479,1,4790,230131;1
479,10480,1,4800,230133;1
480,10481,1,4810,230131;1
481,10482,1,4820,230131;1
482,10483,1,4830,230132;1
483,10484,1,4840,230131;1
484,10485,1,4850,230131;1
485,10486,1,4860,230132;1
486,10487,1,4870,230131;1
487,10488,1,4880,230132;1
488,10489,1,4890,230131;1
489,10490,1,4900,230133;1
490,10491,1,4910,230131;1
491,10492,1,4920,230131;1
492,10493,1,4930,230132;1
493,10494,1,4940,230131;1
494,10495,1,4950,230131;1
495,10496,1,4960,230132;1
496,10497,1,4970,230131;1
497,10498,1,4980,230132;1
498,10499,1,4990,230131;1
499,10500,1,5000,230133;1
500,10501,1,5010,230131;1
501,10502,1,5020,230131;1
502,10503,1,5030,230132;1
503,10504,1,5040,230131;1
504,10505,1,5050,230131;1
505,10506,1,5060,230132;1
506,10507,1,5070,230131;1
507,10508,1,5080,230132;1
508,10509,1,5090,230131;1
509,10510,1,5100,230133;1
510,10511,1,5110,230131;1
511,10512,1,5120,230131;1
512,10513,1,5130,230132;1
513,10514,1,5140,230131;1
514,10515,1,5150,230131;1
515,10516,1,5160,230132;1
516,10517,1,5170,230131;1
517,10518,1,5180,230132;1
518,10519,1,5190,230131;1
519,10520,1,5200,230133;1
520,10521,1,5210,230131;1
521,10522,1,5220,230131;1
522,10523,1,5230,230132;1
523,10524,1,5240,230131;1
524,10525,1,5250,230131;1
525,10526,1,5260,230132;1
526,10527,1,5270,230131;1
527,10528,1,5280,230132;1
528,10529,1,5290,230131;1
529,10530,1,5300,230133;1
530,10531,1,5310,230131;1
531,10532,1,5320,230131;1
532,10533,1,5330,230132;1
533,10534,1,5340,230131;1
534,10535,1,5350,230131;1
535,10536,1,5360,230132;1
536,10537,1,5370,230131;1
537,10538,1,5380,230132;1
538,10539,1,5390,230131;1
539,10540,1,5400,230133;1
540,10541,1,5410,230131;1
541,10542,1,5420,230131;1
542,10543,1,5430,230132;1
543,10544,1,5440,230131;1
544,10545,1,5450,230131;1
545,10546,1,5460,230132;1
546,10547,1,5470,230131;1
547,10548,1,5480,230132;1
548,10549,1,5490,230131;1
549,10550,1,5500,230133;1
550,10551,1,5510,230131;1
551,10552,1,5520,230131;1
552,10553,1,5530,230132;1
553,10554,1,5540,230131;1
554,10555,1,5550,230131;1
555,10556,1,5560,230132;1
556,10557,1,5570,230131;1
557,10558,1,5580,230132;1
558,10559,1,5590,230131;1
559,10560,1,5600,230133;1
560,10561,1,5610,230131;1
561,10562,1,5620,230131;1
562,10563,1,5630,230132;1
563,10564,1,5640,230131;1
564,10565,1,5650,230131;1
565,10566,1,5660,230132;1
566,10567,1,5670,230131;1
567,10568,1,5680,230132;1
568,10569,1,5690,230131;1
569,10570,1,5700,230133;1
570,10571,1,5710,230131;1
571,10572,1,5720,230131;1
572,10573,1,5730,230132;1
573,10574,1,5740,230131;1
574,10575,1,5750,230131;1
575,10576,1,5760,230132;1
576,10577,1,5770,230131;1
577,10578,1,5780,230132;1
578,10579,1,5790,230131;1
579,10580,1,5800,230133;1
580,10581,1,5810,230131;1
581,10582,1,5820,230131;1
582,10583,1,5830,230132;1
583,10584,1,5840,230131;1
584,10585,1,5850,230131;1
585,10586,1,5860,230132;1
586,10587,1,5870,230131;1
587,10588,1,5880,230132;1
588,10589,1,5890,230131;1
589,10590,1,5900,230133;1
590,10591,1,5910,230131;1
591,10592,1,5920,230131;1
592,10593,1,5930,230132;1
593,10594,1,5940,230131;1
594,10595,1,5950,230131;1
595,10596,1,5960,230132;1
596,10597,1,5970,230131;1
597,10598,1,5980,230132;1
598,10599,1,5990,230131;1
599,10600,1,6000,230133;1
600,10601,1,6010,230131;1
601,10602,1,6020,230131;1
602,10603,1,6030,230132;1
603,10604,1,6040,230131;1
604,10605,1,6050,230131;1
605,10606,1,6060,230132;1
606,10607,1,6070,230131;1
607,10608,1,6080,230132;1
608,10609,1,6090,230131;1
609,10610,1,6100,230133;1
610,10611,1,6110,230131;1
611,10612,1,6120,230131;1
612,10613,1,6130,230132;1
613,10614,1,6140,230131;1
614,10615,1,6150,230131;1
615,10616,1,6160,230132;1
616,10617,1,6170,230131;1
617,10618,1,6180,230132;1
618,10619,1,6190,230131;1
619,10620,1,6200,230133;1
620,10621,1,6210,230131;1
621,10622,1,6220,230131;1
622,10623,1,6230,230132;1
623,10624,1,6240,230131;1
624,10625,1,6250,230131;1
625,10626,1,6260,230132;1
626,10627,1,6270,230131;1
627,10628,1,6280,230132;1
628,10629,1,6290,230131;1
629,10630,1,6300,230133;1
630,10631,1,6310,230131;1
631,10632,1,6320,230131;1
632,10633,1,6330,230132;1
633,10634,1,6340,230131;1
634,10635,1,6350,230131;1
635,10636,1,6360,230132;1
636,10637,1,6370,230131;1
637,10638,1,6380,230132;1
638,10639,1,6390,230131;1
639,10640,1,6400,230133;1
640,10641,1,6410,230131;1
641,10642,1,6420,230131;1
642,10643,1,6430,230132;1
643,10644,1,6440,230131;1
644,10645,1,6450,230131;1
645,10646,1,6460,230132;1
646,10647,1,6470,230131;1
647,10648,1,6480,230132;1
648,10649,1,6490,230131;1
649,10650,1,6500,230133;1
650,10651,1,6510,230131;1
651,10652,1,6520,230131;1
652,10653,1,6530,230132;1
653,10654,1,6540,230131;1
654,10655,1,6550,230131;1
655,10656,1,6560,230132;1
656,10657,1,6570,230131;1
657,10658,1,6580,230132;1
658,10659,1,6590,230131;1
659,10660,1,6600,230133;1
660,10661,1,6610,230131;1
661,10662,1,6620,230131;1
662,10663,1,6630,230132;1
663,10664,1,6640,230131;1
664,10665,1,6650,230131;1
665,10666,1,6660,230132;1
666,10667,1,6670,230131;1
667,10668,1,6680,230132;1
668,10669,1,6690,230131;1
669,10670,1,6700,230133;1
670,10671,1,6710,230131;1
671,10672,1,6720,230131;1
672,10673,1,6730,230132;1
673,10674,1,6740,230131;1
674,10675,1,6750,230131;1
675,10676,1,6760,230132;1
676,10677,1,6770,230131;1
677,10678,1,6780,230132;1
678,10679,1,6790,230131;1
679,10680,1,6800,230133;1
680,10681,1,6810,230131;1
681,10682,1,6820,230131;1
682,10683,1,6830,230132;1
683,10684,1,6840,230131;1
684,10685,1,6850,230131;1
685,10686,1,6860,230132;1
686,10687,1,6870,230131;1
687,10688,1,6880,230132;1
688,10689,1,6890,230131;1
689,10690,1,6900,230133;1
690,10691,1,6910,230131;1
691,10692,1,6920,230131;1
692,10693,1,6930,230132;1
693,10694,1,6940,230131;1
694,10695,1,6950,230131;1
695,10696,1,6960,230132;1
696,10697,1,6970,230131;1
697,10698,1,6980,230132;1
698,10699,1,6990,230131;1
699,10700,1,7000,230133;1
700,10701,1,7010,230131;1
701,10702,1,7020,230131;1
702,10703,1,7030,230132;1
703,10704,1,7040,230131;1
704,10705,1,7050,230131;1
705,10706,1,7060,230132;1
706,10707,1,7070,230131;1
707,10708,1,7080,230132;1
708,10709,1,7090,230131;1
709,10710,1,7100,230133;1
710,10711,1,7110,230131;1
711,10712,1,7120,230131;1
712,10713,1,7130,230132;1
713,10714,1,7140,230131;1
714,10715,1,7150,230131;1
715,10716,1,7160,230132;1
716,10717,1,7170,230131;1
717,10718,1,7180,230132;1
718,10719,1,7190,230131;1
719,10720,1,7200,230133;1
720,10721,1,7210,230131;1
721,10722,1,7220,230131;1
722,10723,1,7230,230132;1
723,10724,1,7240,230131;1
724,10725,1,7250,230131;1
725,10726,1,7260,230132;1
726,10727,1,7270,230131;1
727,10728,1,7280,230132;1
728,10729,1,7290,230131;1
729,10730,1,7300,230133;1
730,10731,1,7310,230131;1
731,10732,1,7320,230131;1
732,10733,1,7330,230132;1
733,10734,1,7340,230131;1
734,10735,1,7350,230131;1
735,10736,1,7360,230132;1
736,10737,1,7370,230131;1
737,10738,1,7380,230132;1
738,10739,1,7390,230131;1
739,10740,1,7400,230133;1
740,10741,1,7410,230131;1
741,10742,1,7420,230131;1
742,10743,1,7430,230132;1
743,10744,1,7440,230131;1
744,10745,1,7450,230131;1
745,10746,1,7460,230132;1
746,10747,1,7470,230131;1
747,10748,1,7480,230132;1
748,10749,1,7490,230131;1
749,10750,1,7500,230133;1
750,10751,1,7510,230131;1
751,10752,1,7520,230131;1
752,10753,1,7530,230132;1
753,10754,1,7540,230131;1
754,10755,1,7550,230131;1
755,10756,1,7560,230132;1
756,10757,1,7570,230131;1
757,10758,1,7580,230132;1
758,10759,1,7590,230131;1
759,10760,1,7600,230133;1
760,10761,1,7610,230131;1
761,10762,1,7620,230131;1
762,10763,1,7630,230132;1
763,10764,1,7640,230131;1
764,10765,1,7650,230131;1
765,10766,1,7660,230132;1
766,10767,1,7670,230131;1
767,10768,1,7680,230132;1
768,10769,1,7690,230131;1
769,10770,1,7700,230133;1
770,10771,1,7710,230131;1
771,10772,1,7720,230131;1
772,10773,1,7730,230132;1
773,10774,1,7740,230131;1
774,10775,1,7750,230131;1
775,10776,1,7760,230132;1
776,10777,1,7770,230131;1
777,10778,1,7780,230132;1
778,10779,1,7790,230131;1
779,10780,1,7800,230133;1
780,10781,1,7810,230131;1
781,10782,1,7820,230131;1
782,10783,1,7830,230132;1
783,10784,1,7840,230131;1
784,10785,1,7850,230131;1
785,10786,1,7860,230132;1
786,10787,1,7870,230131;1
787,10788,1,7880,230132;1
788,10789,1,7890,230131;1
789,10790,1,7900,230133;1
790,10791,1,7910,230131;1
791,10792,1,7920,230131;1
792,10793,1,7930,230132;1
793,10794,1,7940,230131;1
794,10795,1,7950,230131;1
795,10796,1,7960,230132;1
796,10797,1,7970,230131;1
797,10798,1,7980,230132;1
798,10799,1,7990,230131;1
799,10800,1,8000,230133;1
800,10801,1,8010,230131;1
801,10802,1,8020,230131;1
802,10803,1,8030,230132;1
803,10804,1,8040,230131;1
804,10805,1,8050,230131;1
805,10806,1,8060,230132;1
806,10807,1,8070,230131;1
807,10808,1,8080,230132;1
808,10809,1,8090,230131;1
809,10810,1,8100,230133;1
810,10811,1,8110,230131;1
811,10812,1,8120,230131;1
812,10813,1,8130,230132;1
813,10814,1,8140,230131;1
814,10815,1,8150,230131;1
815,10816,1,8160,230132;1
816,10817,1,8170,230131;1
817,10818,1,8180,230132;1
818,10819,1,8190,230131;1
819,10820,1,8200,230133;1
820,10821,1,8210,230131;1
821,10822,1,8220,230131;1
822,10823,1,8230,230132;1
823,10824,1,8240,230131;1
824,10825,1,8250,230131;1
825,10826,1,8260,230132;1
826,10827,1,8270,230131;1
827,10828,1,8280,230132;1
828,10829,1,8290,230131;1
829,10830,1,8300,230133;1
830,10831,1,8310,230131;1
831,10832,1,8320,230131;1
832,10833,1,8330,230132;1
833,10834,1,8340,230131;1
834,10835,1,8350,230131;1
835,10836,1,8360,230132;1
836,10837,1,8370,230131;1
837,10838,1,8380,230132;1
838,10839,1,8390,230131;1
839,10840,1,8400,230133;1
840,10841,1,8410,230131;1
841,10842,1,8420,230131;1
842,10843,1,8430,230132;1
843,10844,1,8440,230131;1
844,10845,1,8450,230131;1
845,10846,1,8460,230132;1
846,10847,1,8470,230131;1
847,10848,1,8480,230132;1
848,10849,1,8490,230131;1
849,10850,1,8500,230133;1
850,10851,1,8510,230131;1
851,10852,1,8520,230131;1
852,10853,1,8530,230132;1
853,10854,1,8540,230131;1
854,10855,1,8550,230131;1
855,10856,1,8560,230132;1
856,10857,1,8570,230131;1
857,10858,1,8580,230132;1
858,10859,1,8590,230131;1
859,10860,1,8600,230133;1
860,10861,1,8610,230131;1
861,10862,1,8620,230131;1
862,10863,1,8630,230132;1
863,10864,1,8640,230131;1
864,10865,1,8650,230131;1
865,10866,1,8660,230132;1
866,10867,1,8670,230131;1
867,10868,1,8680,230132;1
868,10869,1,8690,230131;1
869,10870,1,8700,230133;1
870,10871,1,8710,230131;1
871,10872,1,8720,230131;1
872,10873,1,8730,230132;1
873,10874,1,8740,230131;1
874,10875,1,8750,230131;1
875,10876,1,8760,230132;1
876,10877,1,8770,230131;1
877,10878,1,8780,230132;1
878,10879,1,8790,230131;1
879,10880,1,8800,230133;1
880,10881,1,8810,230131;1
881,10882,1,8820,230131;1
882,10883,1,8830,230132;1
883,10884,1,8840,230131;1
884,10885,1,8850,230131;1
885,10886,1,8860,230132;1
886,10887,1,8870,230131;1
887,10888,1,8880,230132;1
888,10889,1,8890,230131;1
889,10890,1,8900,230133;1
890,10891,1,8910,230131;1
891,10892,1,8920,230131;1
892,10893,1,8930,230132;1
893,10894,1,8940,230131;1
894,10895,1,8950,230131;1
895,10896,1,8960,230132;1
896,10897,1,8970,230131;1
897,10898,1,8980,230132;1
898,10899,1,8990,230131;1
899,10900,1,9000,230133;1
900,10901,1,9010,230131;1
901,10902,1,9020,230131;1
902,10903,1,9030,230132;1
903,10904,1,9040,230131;1
904,10905,1,9050,230131;1
905,10906,1,9060,230132;1
906,10907,1,9070,230131;1
907,10908,1,9080,230132;1
908,10909,1,9090,230131;1
909,10910,1,9100,230133;1
910,10911,1,9110,230131;1
911,10912,1,9120,230131;1
912,10913,1,9130,230132;1
913,10914,1,9140,230131;1
914,10915,1,9150,230131;1
915,10916,1,9160,230132;1
916,10917,1,9170,230131;1
917,10918,1,9180,230132;1
918,10919,1,9190,230131;1
919,10920,1,9200,230133;1
920,10921,1,9210,230131;1
921,10922,1,9220,230131;1
922,10923,1,9230,230132;1
923,10924,1,9240,230131;1
924,10925,1,9250,230131;1
925,10926,1,9260,230132;1
926,10927,1,9270,230131;1
927,10928,1,9280,230132;1
928,10929,1,9290,230131;1
929,10930,1,9300,230133;1
930,10931,1,9310,230131;1
931,10932,1,9320,230131;1
932,10933,1,9330,230132;1
933,10934,1,9340,230131;1
934,10935,1,9350,230131;1
935,10936,1,9360,230132;1
936,10937,1,9370,230131;1
937,10938,1,9380,230132;1
