id,address,assetPath,bundleID,bundleName,hashFileName,fileSize,physicalPath,physicalExists,physicalSizeMatches,dependBundleIDs
2459,Assets/Game/RawAssets/Prefabs/UI/LotteryDraw/LotteryRewardShowView.prefab,,2410,assets_game_rawassets_prefabs_ui_lotterydraw_lotteryrewardshowview.bundle,a9321033285bb8e6f0a638a5eb0fba98.bundle,9943,,False,False,
2460,Assets/Game/RawAssets/Prefabs/UI/LotteryDraw/UI_53_05.prefab,,2411,assets_game_rawassets_prefabs_ui_lotterydraw_ui_53_05.bundle,f337f03aeeb7e27f58d724a1f00c3f53.bundle,4722,files\yoo\Default\BundleFiles\f3\f337f03aeeb7e27f58d724a1f00c3f53\__data,True,True,
2518,Assets/Game/RawAssets/Prefabs/UI/Prayer/PrayerHolyRelicPanel.prefab,,2467,assets_game_rawassets_prefabs_ui_prayer_prayerholyrelicpanel.bundle,e3d3e717016b34809f6b290d4ff3fdd0.bundle,17132,files\yoo\Default\BundleFiles\e3\e3d3e717016b34809f6b290d4ff3fdd0\__data,True,True,
2519,Assets/Game/RawAssets/Prefabs/UI/Prayer/PrayerIntegralRewardTaskGrid.prefab,,2468,assets_game_rawassets_prefabs_ui_prayer_prayerintegralrewardtaskgrid.bundle,552020a9e427ddf9924bdd5aa6770fe3.bundle,50764,,False,False,
2520,Assets/Game/RawAssets/Prefabs/UI/Prayer/PrayerIntegralRewardView.prefab,,2469,assets_game_rawassets_prefabs_ui_prayer_prayerintegralrewardview.bundle,89d473879566783447e35a91059cc8e2.bundle,8368,,False,False,
2521,Assets/Game/RawAssets/Prefabs/UI/Prayer/PrayerRemnantPanel.prefab,,2470,assets_game_rawassets_prefabs_ui_prayer_prayerremnantpanel.bundle,85aa7da0d2518d48410ae18ebf4d992e.bundle,80258,,False,False,
2522,Assets/Game/RawAssets/Prefabs/UI/Prayer/PrayerRewardGrid.prefab,,2471,assets_game_rawassets_prefabs_ui_prayer_prayerrewardgrid.bundle,04162a10b5ceba249660e06902905088.bundle,6674,files\yoo\Default\BundleFiles\04\04162a10b5ceba249660e06902905088\__data,True,True,
2523,Assets/Game/RawAssets/Prefabs/UI/Prayer/PrayerRewardView.prefab,,2472,assets_game_rawassets_prefabs_ui_prayer_prayerrewardview.bundle,715dfdfca01468071d780e27352de68d.bundle,22306,,False,False,
2524,Assets/Game/RawAssets/Prefabs/UI/Prayer/PrayerSlugPanel.prefab,,2473,assets_game_rawassets_prefabs_ui_prayer_prayerslugpanel.bundle,2e3d4bbb4b96dc11b1b2c6bc0f170ce1.bundle,80087,,False,False,
2525,Assets/Game/RawAssets/Prefabs/UI/Prayer/PrayerView.prefab,,2474,assets_game_rawassets_prefabs_ui_prayer_prayerview.bundle,933564e0036934b0e071db546bebb5be.bundle,5409,files\yoo\Default\BundleFiles\93\933564e0036934b0e071db546bebb5be\__data,True,True,
2526,Assets/Game/RawAssets/Prefabs/UI/Prayer/PrayerWishSelectGrid.prefab,,2475,assets_game_rawassets_prefabs_ui_prayer_prayerwishselectgrid.bundle,7b41c4f2134e2cad8b65f7d1aabdd2c9.bundle,6672,files\yoo\Default\BundleFiles\7b\7b41c4f2134e2cad8b65f7d1aabdd2c9\__data,True,True,
2527,Assets/Game/RawAssets/Prefabs/UI/Prayer/PrayerWishSelectView.prefab,,2476,assets_game_rawassets_prefabs_ui_prayer_prayerwishselectview.bundle,cb48530f420b1a98095ddb580c16a8ba.bundle,9099,files\yoo\Default\BundleFiles\cb\cb48530f420b1a98095ddb580c16a8ba\__data,True,True,
4173,Assets/Game/RawAssets/Spine/Hero/hero_001/hero_001.atlas.txt,,4101,assets_game_rawassets_spine_hero_hero_001.bundle,0e5210f0383683827d134d7c0bdb10d7.bundle,2621402,files\yoo\Default\BundleFiles\0e\0e5210f0383683827d134d7c0bdb10d7\__data,True,True,
4174,Assets/Game/RawAssets/Spine/Hero/hero_001/hero_001.png,,4101,assets_game_rawassets_spine_hero_hero_001.bundle,0e5210f0383683827d134d7c0bdb10d7.bundle,2621402,files\yoo\Default\BundleFiles\0e\0e5210f0383683827d134d7c0bdb10d7\__data,True,True,
4175,Assets/Game/RawAssets/Spine/Hero/hero_001/hero_001.skel.bytes,,4101,assets_game_rawassets_spine_hero_hero_001.bundle,0e5210f0383683827d134d7c0bdb10d7.bundle,2621402,files\yoo\Default\BundleFiles\0e\0e5210f0383683827d134d7c0bdb10d7\__data,True,True,
4176,Assets/Game/RawAssets/Spine/Hero/hero_001/hero_001_Atlas.asset,,4101,assets_game_rawassets_spine_hero_hero_001.bundle,0e5210f0383683827d134d7c0bdb10d7.bundle,2621402,files\yoo\Default\BundleFiles\0e\0e5210f0383683827d134d7c0bdb10d7\__data,True,True,
4177,Assets/Game/RawAssets/Spine/Hero/hero_001/hero_001_Material.mat,,4101,assets_game_rawassets_spine_hero_hero_001.bundle,0e5210f0383683827d134d7c0bdb10d7.bundle,2621402,files\yoo\Default\BundleFiles\0e\0e5210f0383683827d134d7c0bdb10d7\__data,True,True,
4178,Assets/Game/RawAssets/Spine/Hero/hero_001/hero_001_Material-Additive.mat,,4101,assets_game_rawassets_spine_hero_hero_001.bundle,0e5210f0383683827d134d7c0bdb10d7.bundle,2621402,files\yoo\Default\BundleFiles\0e\0e5210f0383683827d134d7c0bdb10d7\__data,True,True,
4179,Assets/Game/RawAssets/Spine/Hero/hero_001/hero_001_silhouette.atlas.txt,,4101,assets_game_rawassets_spine_hero_hero_001.bundle,0e5210f0383683827d134d7c0bdb10d7.bundle,2621402,files\yoo\Default\BundleFiles\0e\0e5210f0383683827d134d7c0bdb10d7\__data,True,True,
4180,Assets/Game/RawAssets/Spine/Hero/hero_001/hero_001_silhouette.png,,4101,assets_game_rawassets_spine_hero_hero_001.bundle,0e5210f0383683827d134d7c0bdb10d7.bundle,2621402,files\yoo\Default\BundleFiles\0e\0e5210f0383683827d134d7c0bdb10d7\__data,True,True,
4181,Assets/Game/RawAssets/Spine/Hero/hero_001/hero_001_silhouette.skel.bytes,,4101,assets_game_rawassets_spine_hero_hero_001.bundle,0e5210f0383683827d134d7c0bdb10d7.bundle,2621402,files\yoo\Default\BundleFiles\0e\0e5210f0383683827d134d7c0bdb10d7\__data,True,True,
4182,Assets/Game/RawAssets/Spine/Hero/hero_001/hero_001_silhouette_Atlas.asset,,4101,assets_game_rawassets_spine_hero_hero_001.bundle,0e5210f0383683827d134d7c0bdb10d7.bundle,2621402,files\yoo\Default\BundleFiles\0e\0e5210f0383683827d134d7c0bdb10d7\__data,True,True,
4183,Assets/Game/RawAssets/Spine/Hero/hero_001/hero_001_silhouette_Material.mat,,4101,assets_game_rawassets_spine_hero_hero_001.bundle,0e5210f0383683827d134d7c0bdb10d7.bundle,2621402,files\yoo\Default\BundleFiles\0e\0e5210f0383683827d134d7c0bdb10d7\__data,True,True,
4184,Assets/Game/RawAssets/Spine/Hero/hero_001/hero_001_silhouette_SkeletonData.asset,,4101,assets_game_rawassets_spine_hero_hero_001.bundle,0e5210f0383683827d134d7c0bdb10d7.bundle,2621402,files\yoo\Default\BundleFiles\0e\0e5210f0383683827d134d7c0bdb10d7\__data,True,True,
4185,Assets/Game/RawAssets/Spine/Hero/hero_001/hero_001_SkeletonData.asset,,4101,assets_game_rawassets_spine_hero_hero_001.bundle,0e5210f0383683827d134d7c0bdb10d7.bundle,2621402,files\yoo\Default\BundleFiles\0e\0e5210f0383683827d134d7c0bdb10d7\__data,True,True,
4186,Assets/Game/RawAssets/Spine/Hero/hero_001h/hero_001h.atlas.txt,,4102,assets_game_rawassets_spine_hero_hero_001h.bundle,2a42770f7275e7016a83b4178b268911.bundle,664748,files\yoo\Default\BundleFiles\2a\2a42770f7275e7016a83b4178b268911\__data,True,True,
4187,Assets/Game/RawAssets/Spine/Hero/hero_001h/hero_001h.png,,4102,assets_game_rawassets_spine_hero_hero_001h.bundle,2a42770f7275e7016a83b4178b268911.bundle,664748,files\yoo\Default\BundleFiles\2a\2a42770f7275e7016a83b4178b268911\__data,True,True,
4188,Assets/Game/RawAssets/Spine/Hero/hero_001h/hero_001h.skel.bytes,,4102,assets_game_rawassets_spine_hero_hero_001h.bundle,2a42770f7275e7016a83b4178b268911.bundle,664748,files\yoo\Default\BundleFiles\2a\2a42770f7275e7016a83b4178b268911\__data,True,True,
4189,Assets/Game/RawAssets/Spine/Hero/hero_001h/hero_001h_Atlas.asset,,4102,assets_game_rawassets_spine_hero_hero_001h.bundle,2a42770f7275e7016a83b4178b268911.bundle,664748,files\yoo\Default\BundleFiles\2a\2a42770f7275e7016a83b4178b268911\__data,True,True,
4190,Assets/Game/RawAssets/Spine/Hero/hero_001h/hero_001h_Material.mat,,4102,assets_game_rawassets_spine_hero_hero_001h.bundle,2a42770f7275e7016a83b4178b268911.bundle,664748,files\yoo\Default\BundleFiles\2a\2a42770f7275e7016a83b4178b268911\__data,True,True,
4191,Assets/Game/RawAssets/Spine/Hero/hero_001h/hero_001h_SkeletonData.asset,,4102,assets_game_rawassets_spine_hero_hero_001h.bundle,2a42770f7275e7016a83b4178b268911.bundle,664748,files\yoo\Default\BundleFiles\2a\2a42770f7275e7016a83b4178b268911\__data,True,True,
4205,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003.atlas.txt,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4206,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003.png,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4207,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003.skel.bytes,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4208,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_2.png,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4209,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_Atlas.asset,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4210,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_bg.atlas.txt,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4211,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_bg.png,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4212,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_bg.skel.bytes,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4213,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_bg_Atlas.asset,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4214,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_bg_Material.mat,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4215,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_bg_SkeletonData.asset,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4216,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_hero_003.mat,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4217,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_hero_003_2.mat,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4218,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_Material-Additive.mat,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4219,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_silhouette.atlas.txt,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4220,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_silhouette.png,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4221,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_silhouette.skel.bytes,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4222,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_silhouette_Atlas.asset,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4223,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_silhouette_Material.mat,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4224,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_silhouette_SkeletonData.asset,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4225,Assets/Game/RawAssets/Spine/Hero/hero_003/hero_003_SkeletonData.asset,,4104,assets_game_rawassets_spine_hero_hero_003.bundle,915e6fe4a91eadf65d4c6407227f4168.bundle,6412635,files\yoo\Default\BundleFiles\91\915e6fe4a91eadf65d4c6407227f4168\__data,True,True,
4226,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01.atlas.txt,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
4227,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01.png,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
4228,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01.skel.bytes,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
4229,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01_Atlas.asset,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
4230,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01_bg.atlas.txt,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
4231,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01_bg.png,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
4232,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01_bg.skel.bytes,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
4233,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01_bg_Atlas.asset,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
4234,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01_bg_Material.mat,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
4235,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01_bg_Material-Additive.mat,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
4236,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01_bg_SkeletonData.asset,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
4237,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01_fg.atlas.txt,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
4238,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01_fg.png,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
4239,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01_fg.skel.bytes,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
4240,Assets/Game/RawAssets/Spine/Hero/hero_003_s01/hero_003_s01_fg_Atlas.asset,,4105,assets_game_rawassets_spine_hero_hero_003_s01.bundle,f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c.bundle,6052361,files\yoo\Default\BundleFiles\f3\f36b1d4d8d9bfd5b5a5f6dcfb8b7d87c\__data,True,True,
