id,bundleName,fileName,hashFileName,fileHash,fileCRC,fileSize,physicalPath,physicalSize,physicalExists,physicalSizeMatches,dependBundleIDs
158,assets_game_rawassets_prefabs_3d_hero_026q_attack1_hit_afk.bundle,assets_game_rawassets_prefabs_3d_hero_026q_attack1_hit_afk.bundle,a625b90385b7a1db4ebde19b40dac003.bundle,a625b90385b7a1db4ebde19b40dac003,4bf12ba6,29541,resources\assets\yoo\Default\a625b90385b7a1db4ebde19b40dac003.bundle,29541,True,True,7|5015|6010|6146|6616|6618|6625|6626|6627|6629|6630|6636|6637|6647|6648|6743|6748|6752|6786|6833|6840|6873
159,assets_game_rawassets_prefabs_3d_hero_026q_attack1_shifa.bundle,assets_game_rawassets_prefabs_3d_hero_026q_attack1_shifa.bundle,bc46502ac596a284a6fea6944c4ad8c7.bundle,bc46502ac596a284a6fea6944c4ad8c7,482e02c7,29928,resources\assets\yoo\Default\bc46502ac596a284a6fea6944c4ad8c7.bundle,29928,True,True,7|5015|6010|6146|6616|6618|6625|6626|6627|6629|6630|6636|6637|6647|6648|6743|6748|6752|6786|6833|6840|6873
160,assets_game_rawassets_prefabs_3d_hero_026q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_026q_skill_1.bundle,945a0dfa7cdb2310d154e0c8372673af.bundle,945a0dfa7cdb2310d154e0c8372673af,de5a0a56,33038,resources\assets\yoo\Default\945a0dfa7cdb2310d154e0c8372673af.bundle,33038,True,True,7|5015|6010|6146|6614|6616|6618|6625|6626|6627|6629|6630|6636|6637|6647|6648|6743|6748|6752|6786|6833|6840|6873
161,assets_game_rawassets_prefabs_3d_hero_026q_skill_1_start.bundle,assets_game_rawassets_prefabs_3d_hero_026q_skill_1_start.bundle,cd1c6cafc71dcd649cb4323f1935c3c5.bundle,cd1c6cafc71dcd649cb4323f1935c3c5,8116b51e,29326,resources\assets\yoo\Default\cd1c6cafc71dcd649cb4323f1935c3c5.bundle,29326,True,True,7|5015|6010|6146|6614|6616|6618|6625|6626|6627|6629|6630|6636|6637|6647|6648|6743|6748|6752|6786|6833|6840|6873
162,assets_game_rawassets_prefabs_3d_hero_026q_skill_2.bundle,assets_game_rawassets_prefabs_3d_hero_026q_skill_2.bundle,66a5b7b9e7753705cf7085f8a6363038.bundle,66a5b7b9e7753705cf7085f8a6363038,f36812fd,43303,resources\assets\yoo\Default\66a5b7b9e7753705cf7085f8a6363038.bundle,43303,True,True,7|5015|6010|6146|6614|6616|6618|6622|6623|6625|6626|6627|6629|6630|6633|6634|6636|6637|6638|6639|6647|6648|6743|6748|6752|6786|6833|6840|6873
234,assets_game_rawassets_prefabs_3d_hero_037q_attack.bundle,assets_game_rawassets_prefabs_3d_hero_037q_attack.bundle,8aae24f06db4f935e894b6b1c4cfb092.bundle,8aae24f06db4f935e894b6b1c4cfb092,8fc8a47b,42768,resources\assets\yoo\Default\8aae24f06db4f935e894b6b1c4cfb092.bundle,42768,True,True,7|5015|6010|6146|6614|6616|6618|6625|6626|6627|6629|6630|6636|6637|6647|6648|6743|6748|6752|6786|6833|6840|6873
235,assets_game_rawassets_prefabs_3d_hero_037q_attack1_dandao.bundle,assets_game_rawassets_prefabs_3d_hero_037q_attack1_dandao.bundle,08e88c60981a9d69ed93bdd051c23f26.bundle,08e88c60981a9d69ed93bdd051c23f26,a0fb734a,39350,resources\assets\yoo\Default\08e88c60981a9d69ed93bdd051c23f26.bundle,39350,True,True,7|5015|6010|6146|6616|6618|6625|6626|6627|6629|6630|6636|6637|6647|6648|6743|6748|6752|6786|6833|6840|6873
236,assets_game_rawassets_prefabs_3d_hero_037q_attack1_hit.bundle,assets_game_rawassets_prefabs_3d_hero_037q_attack1_hit.bundle,01ee617ab47029034a2f99d01e68de4c.bundle,01ee617ab47029034a2f99d01e68de4c,02cfefc8,39556,resources\assets\yoo\Default\01ee617ab47029034a2f99d01e68de4c.bundle,39556,True,True,7|5015|6010|6146|6616|6618|6625|6626|6627|6629|6630|6636|6637|6647|6648|6743|6748|6752|6786|6833|6840|6873
237,assets_game_rawassets_prefabs_3d_hero_037q_attack1_hit_afk.bundle,assets_game_rawassets_prefabs_3d_hero_037q_attack1_hit_afk.bundle,93f504fae6a586a67821fa48cef6d899.bundle,93f504fae6a586a67821fa48cef6d899,ba26fa90,39560,resources\assets\yoo\Default\93f504fae6a586a67821fa48cef6d899.bundle,39560,True,True,7|5015|6010|6146|6616|6618|6625|6626|6627|6629|6630|6636|6637|6647|6648|6743|6748|6752|6786|6833|6840|6873
238,assets_game_rawassets_prefabs_3d_hero_037q_attack1_shifa.bundle,assets_game_rawassets_prefabs_3d_hero_037q_attack1_shifa.bundle,2f7cac1e638778a83e0f250cc35e2917.bundle,2f7cac1e638778a83e0f250cc35e2917,d411fd2f,37759,resources\assets\yoo\Default\2f7cac1e638778a83e0f250cc35e2917.bundle,37759,True,True,7|5015|6010|6146|6616|6618|6625|6626|6627|6629|6630|6636|6637|6647|6648|6743|6748|6752|6786|6833|6840|6873
239,assets_game_rawassets_prefabs_3d_hero_037q_skill_1.bundle,assets_game_rawassets_prefabs_3d_hero_037q_skill_1.bundle,042962e18c656a1cf929c22cbbf50fad.bundle,042962e18c656a1cf929c22cbbf50fad,c2f65ff5,74257,resources\assets\yoo\Default\042962e18c656a1cf929c22cbbf50fad.bundle,74257,True,True,7|5015|6010|6146|6614|6616|6618|6625|6626|6627|6628|6629|6630|6633|6634|6636|6637|6638|6639|6647|6648|6743|6748|6752|6786|6833|6840|6873
240,assets_game_rawassets_prefabs_3d_hero_037q_skill_2.bundle,assets_game_rawassets_prefabs_3d_hero_037q_skill_2.bundle,4153e8a7d1067462341f8ddf0f5e6aac.bundle,4153e8a7d1067462341f8ddf0f5e6aac,d63dface,61938,resources\assets\yoo\Default\4153e8a7d1067462341f8ddf0f5e6aac.bundle,61938,True,True,7|5015|6010|6146|6614|6616|6618|6625|6626|6627|6628|6629|6630|6633|6634|6636|6637|6638|6639|6647|6648|6743|6748|6752|6786|6833|6840|6873
595,assets_game_rawassets_prefabs_3d_monster_021q_attack.bundle,assets_game_rawassets_prefabs_3d_monster_021q_attack.bundle,20b181b38de2e8cac2f4f68f5d053bd7.bundle,20b181b38de2e8cac2f4f68f5d053bd7,09638de5,38532,resources\assets\yoo\Default\20b181b38de2e8cac2f4f68f5d053bd7.bundle,38532,True,True,7|5015|6010|6146|6614|6616|6618|6622|6623|6625|6626|6627|6629|6630|6633|6634|6636|6637|6638|6639|6647|6648|6743|6748|6752|6786|6833|6840|6873
596,assets_game_rawassets_prefabs_3d_monster_021q_attack1_dandao.bundle,assets_game_rawassets_prefabs_3d_monster_021q_attack1_dandao.bundle,0a855107ff78371e7d1fa5fce7cc1026.bundle,0a855107ff78371e7d1fa5fce7cc1026,f3359e7c,33219,resources\assets\yoo\Default\0a855107ff78371e7d1fa5fce7cc1026.bundle,33219,True,True,4158|4637|5273|5342|5391|5902|5997|6624|6625|6626|6629|6633|6634|6637|6638|6639|6648|6748|6749|6786|6833|6873
597,assets_game_rawassets_prefabs_3d_monster_021q_attack1_hit.bundle,assets_game_rawassets_prefabs_3d_monster_021q_attack1_hit.bundle,90fe579f3504a3bf23a939da74da8e35.bundle,90fe579f3504a3bf23a939da74da8e35,68cde9a7,32466,resources\assets\yoo\Default\90fe579f3504a3bf23a939da74da8e35.bundle,32466,True,True,7|5015|6010|6146|6616|6622|6623|6625|6626|6629|6630|6636|6637|6647|6648|6743|6748|6752|6786|6833|6840|6873
598,assets_game_rawassets_prefabs_3d_monster_021q_attack1_shifa.bundle,assets_game_rawassets_prefabs_3d_monster_021q_attack1_shifa.bundle,35c887b117ecae4b7e5ccc6d665ee1e5.bundle,35c887b117ecae4b7e5ccc6d665ee1e5,92c0f9ce,32365,resources\assets\yoo\Default\35c887b117ecae4b7e5ccc6d665ee1e5.bundle,32365,True,True,4158|4637|5273|5342|5391|5902|5997|6614|6618|6624|6625|6626|6627|6629|6637|6648|6748|6749|6786|6833|6873
599,assets_game_rawassets_prefabs_3d_monster_021q_skill_1.bundle,assets_game_rawassets_prefabs_3d_monster_021q_skill_1.bundle,8dd67208cad4afea7e3802918e329171.bundle,8dd67208cad4afea7e3802918e329171,d770c9b7,63061,resources\assets\yoo\Default\8dd67208cad4afea7e3802918e329171.bundle,63061,True,True,7|5015|6010|6146|6614|6616|6618|6622|6623|6625|6626|6627|6628|6629|6630|6633|6634|6636|6637|6638|6639|6647|6648|6743|6748|6752|6786|6833|6840|6873
600,assets_game_rawassets_prefabs_3d_monster_021q_skill_2.bundle,assets_game_rawassets_prefabs_3d_monster_021q_skill_2.bundle,799673edfa1ab9ad94aacd9e18cb5393.bundle,799673edfa1ab9ad94aacd9e18cb5393,dc1aa738,65454,resources\assets\yoo\Default\799673edfa1ab9ad94aacd9e18cb5393.bundle,65454,True,True,7|5015|6010|6146|6614|6616|6618|6622|6623|6625|6626|6627|6628|6629|6630|6633|6634|6636|6637|6638|6639|6647|6648|6743|6748|6752|6786|6833|6840|6873
680,assets_game_rawassets_prefabs_3d_slug_026q_skill1.bundle,assets_game_rawassets_prefabs_3d_slug_026q_skill1.bundle,5c20191e20b83a82752dfdc7d0c983ce.bundle,5c20191e20b83a82752dfdc7d0c983ce,e113dde7,38022,resources\assets\yoo\Default\5c20191e20b83a82752dfdc7d0c983ce.bundle,38022,True,True,7|5015|6010|6146|6614|6616|6622|6623|6625|6626|6629|6630|6633|6634|6636|6637|6638|6639|6647|6648|6743|6748|6752|6786|6833|6840|6873
681,assets_game_rawassets_prefabs_3d_slug_026q_skill1_dandao.bundle,assets_game_rawassets_prefabs_3d_slug_026q_skill1_dandao.bundle,61fd84d3b235a2b1049a11f3d4c50a24.bundle,61fd84d3b235a2b1049a11f3d4c50a24,0c99f4ce,32891,resources\assets\yoo\Default\61fd84d3b235a2b1049a11f3d4c50a24.bundle,32891,True,True,7|5015|6010|6146|6614|6616|6625|6626|6629|6630|6633|6634|6636|6637|6638|6639|6647|6648|6743|6748|6752|6786|6833|6840|6873
682,assets_game_rawassets_prefabs_3d_slug_026q_skill1_hit.bundle,assets_game_rawassets_prefabs_3d_slug_026q_skill1_hit.bundle,5479f73ae1dc76080c321a6e0271ea01.bundle,5479f73ae1dc76080c321a6e0271ea01,a572045b,35001,resources\assets\yoo\Default\5479f73ae1dc76080c321a6e0271ea01.bundle,35001,True,True,7|5015|6010|6146|6614|6616|6622|6623|6625|6626|6629|6630|6636|6637|6647|6648|6743|6748|6752|6786|6833|6840|6873
685,assets_game_rawassets_prefabs_3d_slug_037q_skill1_dandao.bundle,assets_game_rawassets_prefabs_3d_slug_037q_skill1_dandao.bundle,f20db46b1d5bf4f667c285770cf0619a.bundle,f20db46b1d5bf4f667c285770cf0619a,b133cdc0,32157,resources\assets\yoo\Default\f20db46b1d5bf4f667c285770cf0619a.bundle,32157,True,True,7|5015|6010|6146|6616|6625|6626|6629|6630|6636|6637|6647|6648|6743|6748|6752|6786|6833|6840|6873
686,assets_game_rawassets_prefabs_3d_slug_037q_skill1_hit.bundle,assets_game_rawassets_prefabs_3d_slug_037q_skill1_hit.bundle,b7c7d77e07f3e7b27c71fa25acc299bd.bundle,b7c7d77e07f3e7b27c71fa25acc299bd,7b1730f1,33780,resources\assets\yoo\Default\b7c7d77e07f3e7b27c71fa25acc299bd.bundle,33780,True,True,7|5015|6010|6146|6614|6616|6618|6625|6626|6627|6629|6630|6633|6634|6636|6637|6638|6639|6647|6648|6743|6748|6752|6786|6833|6840|6873
732,assets_game_rawassets_prefabs_3d_slug_chuansong_01.bundle,assets_game_rawassets_prefabs_3d_slug_chuansong_01.bundle,6393fe31eb4b6c8fdcf69a76ccb98934.bundle,6393fe31eb4b6c8fdcf69a76ccb98934,a8e84c19,31516,resources\assets\yoo\Default\6393fe31eb4b6c8fdcf69a76ccb98934.bundle,31516,True,True,7|5015|6010|6146|6614|6616|6622|6623|6625|6626|6629|6630|6633|6634|6636|6637|6638|6639|6647|6648|6743|6748|6752|6786|6833|6840|6873
734,assets_game_rawassets_prefabs_afkmap_prefabs_battletip.bundle,assets_game_rawassets_prefabs_afkmap_prefabs_battletip.bundle,589f2e8b2f977dbe2394da686743778a.bundle,589f2e8b2f977dbe2394da686743778a,8908edde,7218,resources\assets\yoo\Default\589f2e8b2f977dbe2394da686743778a.bundle,7218,True,True,6873
737,assets_game_rawassets_prefabs_afkmap_prefabs_bullet.bundle,assets_game_rawassets_prefabs_afkmap_prefabs_bullet.bundle,670d7091a50b5f0d9c2d6aae56e1c5d4.bundle,670d7091a50b5f0d9c2d6aae56e1c5d4,fc5d1747,3635,resources\assets\yoo\Default\670d7091a50b5f0d9c2d6aae56e1c5d4.bundle,3635,True,True,
745,assets_game_rawassets_prefabs_afkmap_prefabs_monsterfsm.bundle,assets_game_rawassets_prefabs_afkmap_prefabs_monsterfsm.bundle,6067660e20a44d52066ed16555d715c5.bundle,6067660e20a44d52066ed16555d715c5,6732aefa,28078,resources\assets\yoo\Default\6067660e20a44d52066ed16555d715c5.bundle,28078,True,True,4100|4334|5902|6873
748,assets_game_rawassets_prefabs_afkmap_prefabs_playercamera.bundle,assets_game_rawassets_prefabs_afkmap_prefabs_playercamera.bundle,a76ab3c10594189fe2b88b8252d22dcd.bundle,a76ab3c10594189fe2b88b8252d22dcd,3f375b2f,3908,resources\assets\yoo\Default\a76ab3c10594189fe2b88b8252d22dcd.bundle,3908,True,True,
751,assets_game_rawassets_prefabs_afkmap_prefabs_playerfsm.bundle,assets_game_rawassets_prefabs_afkmap_prefabs_playerfsm.bundle,193e83a4fe03f327e4d1684c6603846c.bundle,193e83a4fe03f327e4d1684c6603846c,54c41d93,27900,resources\assets\yoo\Default\193e83a4fe03f327e4d1684c6603846c.bundle,27900,True,True,4100|6873
756,assets_game_rawassets_prefabs_afkmap_prefabs_spine.bundle,assets_game_rawassets_prefabs_afkmap_prefabs_spine.bundle,74a3335a482f9b2118064e13542da7d4.bundle,74a3335a482f9b2118064e13542da7d4,4826050d,4479,resources\assets\yoo\Default\74a3335a482f9b2118064e13542da7d4.bundle,4479,True,True,
1249,assets_game_rawassets_prefabs_gamebattle.bundle,assets_game_rawassets_prefabs_gamebattle.bundle,866d27f7b5484985a69991c687a36915.bundle,866d27f7b5484985a69991c687a36915,de837adb,24346,resources\assets\yoo\Default\866d27f7b5484985a69991c687a36915.bundle,24346,True,True,5455|6640|6822|6873
1317,assets_game_rawassets_prefabs_skill_guide_finger02.bundle,assets_game_rawassets_prefabs_skill_guide_finger02.bundle,1c56a30adbde384b8b61d6aa111f4ff8.bundle,1c56a30adbde384b8b61d6aa111f4ff8,9a51d3f6,5620,resources\assets\yoo\Default\1c56a30adbde384b8b61d6aa111f4ff8.bundle,5620,True,True,7|5015|5408|6010|6146|6454|6609|6616|6625|6626|6629|6630|6636|6637|6647|6648|6743|6748|6752|6786|6833|6840|6873
1365,assets_game_rawassets_prefabs_skill_hero_021q_attack.bundle,assets_game_rawassets_prefabs_skill_hero_021q_attack.bundle,b39770211801d4aa0d66b5dd440bbe21.bundle,b39770211801d4aa0d66b5dd440bbe21,55806a71,34337,resources\assets\yoo\Default\b39770211801d4aa0d66b5dd440bbe21.bundle,34337,True,True,4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6637|6638|6639|6648|6748|6749|6786|6833|6873
1366,assets_game_rawassets_prefabs_skill_hero_021q_fx.bundle,assets_game_rawassets_prefabs_skill_hero_021q_fx.bundle,cd99ab05eacc83297dbdd25299066468.bundle,cd99ab05eacc83297dbdd25299066468,c8f49c60,32095,resources\assets\yoo\Default\cd99ab05eacc83297dbdd25299066468.bundle,32095,True,True,4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6637|6638|6639|6644|6648|6748|6749|6786|6833|6873
1367,assets_game_rawassets_prefabs_skill_hero_021q_fx_2.bundle,assets_game_rawassets_prefabs_skill_hero_021q_fx_2.bundle,b373d70da988e0220c0aa020b6bb8939.bundle,b373d70da988e0220c0aa020b6bb8939,60769bc5,34237,resources\assets\yoo\Default\b373d70da988e0220c0aa020b6bb8939.bundle,34237,True,True,4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6637|6638|6639|6648|6748|6749|6786|6833|6873
1376,assets_game_rawassets_prefabs_skill_hero_026q_fx.bundle,assets_game_rawassets_prefabs_skill_hero_026q_fx.bundle,843d4204e1d0d9add576806ee6b8bda8.bundle,843d4204e1d0d9add576806ee6b8bda8,38998bf6,34741,resources\assets\yoo\Default\843d4204e1d0d9add576806ee6b8bda8.bundle,34741,True,True,4158|4637|5273|5342|5391|5902|5997|6609|6622|6623|6624|6625|6626|6629|6633|6634|6635|6637|6638|6639|6644|6648|6748|6749|6786|6833|6873
1377,assets_game_rawassets_prefabs_skill_hero_026q_fx_2.bundle,assets_game_rawassets_prefabs_skill_hero_026q_fx_2.bundle,1fcce63b85a9a56d2feb21884f3493b5.bundle,1fcce63b85a9a56d2feb21884f3493b5,5e7274aa,35505,resources\assets\yoo\Default\1fcce63b85a9a56d2feb21884f3493b5.bundle,35505,True,True,4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6635|6637|6638|6639|6648|6748|6749|6786|6833|6873
1394,assets_game_rawassets_prefabs_skill_hero_037q_fx.bundle,assets_game_rawassets_prefabs_skill_hero_037q_fx.bundle,3c8510d58a1d23b61fdca0f042a4161b.bundle,3c8510d58a1d23b61fdca0f042a4161b,a76f4830,44935,resources\assets\yoo\Default\3c8510d58a1d23b61fdca0f042a4161b.bundle,44935,True,True,4158|4637|5273|5342|5391|5902|5997|6609|6624|6625|6626|6629|6633|6634|6635|6637|6638|6639|6641|6644|6648|6748|6749|6786|6833|6873
1904,assets_game_rawassets_prefabs_ui_battle_battlemaskview.bundle,assets_game_rawassets_prefabs_ui_battle_battlemaskview.bundle,7a2757c6e7779b39f9767ec4984ad58f.bundle,7a2757c6e7779b39f9767ec4984ad58f,560d7210,37940,resources\assets\yoo\Default\7a2757c6e7779b39f9767ec4984ad58f.bundle,37940,True,True,4158|4637|5273|5342|5391|5434|5436|5437|5438|5439|5902|5997|6624|6625|6626|6629|6637|6648|6748|6749|6786|6833|6873
1905,assets_game_rawassets_prefabs_ui_battle_battleresultview.bundle,assets_game_rawassets_prefabs_ui_battle_battleresultview.bundle,b3d7abc5922b809b19c30799a6206e45.bundle,b3d7abc5922b809b19c30799a6206e45,f6ac470e,33515,resources\assets\yoo\Default\b3d7abc5922b809b19c30799a6206e45.bundle,33515,True,True,4158|4502|4637|5273|5342|5391|5434|5442|5443|5445|5447|5448|5449|5450|5451|5452|5500|5902|5984|5997|6609|6624|6625|6626|6629|6637|6640|6648|6748|6749|6770|6786|6815|6816|6822|6833|6873
1909,assets_game_rawassets_prefabs_ui_battle_battleview.bundle,assets_game_rawassets_prefabs_ui_battle_battleview.bundle,30cf9c9ce2deccf7bda6b89d6c9a1414.bundle,30cf9c9ce2deccf7bda6b89d6c9a1414,df5254e7,51785,resources\assets\yoo\Default\30cf9c9ce2deccf7bda6b89d6c9a1414.bundle,51785,True,True,7|5015|5434|5435|5453|5891|6010|6146|6609|6616|6625|6626|6629|6630|6636|6637|6640|6647|6648|6743|6748|6752|6786|6816|6833|6840|6873
1913,assets_game_rawassets_prefabs_ui_changetoother_changetoother.bundle,assets_game_rawassets_prefabs_ui_changetoother_changetoother.bundle,7c1d96b23a858f155a8c615a35784335.bundle,7c1d96b23a858f155a8c615a35784335,849657d0,42157,resources\assets\yoo\Default\7c1d96b23a858f155a8c615a35784335.bundle,42157,True,True,7|4158|4637|5015|5273|5342|5391|5475|5476|5478|5479|5480|5481|5482|5483|5484|5485|5486|5487|5490|5491|5902|5997|6010|6146|6609|6616|6624|6625|6626|6629|6630|6636|6637|6647|6648|6743|6748|6749|6752|6786|6816|6833|6840|6873
1914,assets_game_rawassets_prefabs_ui_changetoother_cloundmaskview.bundle,assets_game_rawassets_prefabs_ui_changetoother_cloundmaskview.bundle,febf07cf9296b4551f34988cbf6b120e.bundle,febf07cf9296b4551f34988cbf6b120e,079c8efb,42166,resources\assets\yoo\Default\febf07cf9296b4551f34988cbf6b120e.bundle,42166,True,True,7|4158|4637|5015|5273|5342|5391|5475|5476|5478|5479|5480|5481|5482|5483|5484|5485|5486|5487|5490|5491|5902|5997|6010|6146|6609|6616|6624|6625|6626|6629|6630|6636|6637|6647|6648|6743|6748|6749|6752|6786|6816|6833|6840|6873
1947,assets_game_rawassets_prefabs_ui_common_alterview.bundle,assets_game_rawassets_prefabs_ui_common_alterview.bundle,cbdc8a721a4351cf1c8a7a7b7b349c9b.bundle,cbdc8a721a4351cf1c8a7a7b7b349c9b,6718a801,8901,resources\assets\yoo\Default\cbdc8a721a4351cf1c8a7a7b7b349c9b.bundle,8901,True,True,5173|5500|6640|6873
1954,assets_game_rawassets_prefabs_ui_common_chatentrypanel.bundle,assets_game_rawassets_prefabs_ui_common_chatentrypanel.bundle,ddbee7d8dba93cfb2d15fe46a7833872.bundle,ddbee7d8dba93cfb2d15fe46a7833872,a7f4d05c,7342,resources\assets\yoo\Default\ddbee7d8dba93cfb2d15fe46a7833872.bundle,7342,True,True,6040|6640|6873
1968,assets_game_rawassets_prefabs_ui_common_commonwebview.bundle,assets_game_rawassets_prefabs_ui_common_commonwebview.bundle,19ca232d5f27ea357020baf62b6848af.bundle,19ca232d5f27ea357020baf62b6848af,a979691f,6458,resources\assets\yoo\Default\19ca232d5f27ea357020baf62b6848af.bundle,6458,True,True,5080|5500|6640|6873
1971,assets_game_rawassets_prefabs_ui_common_explainview.bundle,assets_game_rawassets_prefabs_ui_common_explainview.bundle,25475fba845034b4561eb00f087f0f9f.bundle,25475fba845034b4561eb00f087f0f9f,ef760aaf,11592,resources\assets\yoo\Default\25475fba845034b4561eb00f087f0f9f.bundle,11592,True,True,5174|5500|6640|6873
1975,assets_game_rawassets_prefabs_ui_common_gridscrollercell.bundle,assets_game_rawassets_prefabs_ui_common_gridscrollercell.bundle,40d91fd31f069444f1070085dca47641.bundle,40d91fd31f069444f1070085dca47641,f988c36a,2627,resources\assets\yoo\Default\40d91fd31f069444f1070085dca47641.bundle,2627,True,True,
1977,assets_game_rawassets_prefabs_ui_common_interactiverole.bundle,assets_game_rawassets_prefabs_ui_common_interactiverole.bundle,95a1b39e27ffd870822c4fd0499f2f1f.bundle,95a1b39e27ffd870822c4fd0499f2f1f,3f2b2db2,13530,resources\assets\yoo\Default\95a1b39e27ffd870822c4fd0499f2f1f.bundle,13530,True,True,5893|5931|6640|6822|6873
