id,address,assetPath,bundleID,bundleName,hashFileName,fileSize,physicalPath,physicalExists,physicalSizeMatches,dependBundleIDs
210,Assets/Game/RawAssets/Prefabs/3d/hero_009q_attack1_hit_afk.prefab,,165,assets_game_rawassets_prefabs_3d_hero_009q_attack1_hit_afk.bundle,a57df3cf69aaed7fb760709ae7df022b.bundle,30081,files\yoo\Default\BundleFiles\a5\a57df3cf69aaed7fb760709ae7df022b\__data,True,True,
211,Assets/Game/RawAssets/Prefabs/3d/hero_009q_attack1_shifa.prefab,,166,assets_game_rawassets_prefabs_3d_hero_009q_attack1_shifa.bundle,91fe3a411cef5eeadbf21980ab4fdc15.bundle,32225,files\yoo\Default\BundleFiles\91\91fe3a411cef5eeadbf21980ab4fdc15\__data,True,True,
212,Assets/Game/RawAssets/Prefabs/3d/hero_009q_skill_1.prefab,,167,assets_game_rawassets_prefabs_3d_hero_009q_skill_1.bundle,8203eebdff3390b5948628bbb2a530d2.bundle,38114,files\yoo\Default\BundleFiles\82\8203eebdff3390b5948628bbb2a530d2\__data,True,True,
213,Assets/Game/RawAssets/Prefabs/3d/hero_009q_skill_2.prefab,,168,assets_game_rawassets_prefabs_3d_hero_009q_skill_2.bundle,e6201fe3808a95a8ee226c2a65251889.bundle,38561,files\yoo\Default\BundleFiles\e6\e6201fe3808a95a8ee226c2a65251889\__data,True,True,
214,Assets/Game/RawAssets/Prefabs/3d/hero_010q_attack.prefab,,169,assets_game_rawassets_prefabs_3d_hero_010q_attack.bundle,54ada7a2c306a8f29d3bbc2cfd97b4e0.bundle,37953,files\yoo\Default\BundleFiles\54\54ada7a2c306a8f29d3bbc2cfd97b4e0\__data,True,True,
215,Assets/Game/RawAssets/Prefabs/3d/hero_010q_attack1_dandao.prefab,,170,assets_game_rawassets_prefabs_3d_hero_010q_attack1_dandao.bundle,092142165adc41be6a062d48df7b29a9.bundle,32542,files\yoo\Default\BundleFiles\09\092142165adc41be6a062d48df7b29a9\__data,True,True,
216,Assets/Game/RawAssets/Prefabs/3d/hero_010q_attack1_hit.prefab,,171,assets_game_rawassets_prefabs_3d_hero_010q_attack1_hit.bundle,141fffea242f9b88f2126605f2f0b02e.bundle,32402,files\yoo\Default\BundleFiles\14\141fffea242f9b88f2126605f2f0b02e\__data,True,True,
217,Assets/Game/RawAssets/Prefabs/3d/hero_010q_attack1_hit_afk.prefab,,172,assets_game_rawassets_prefabs_3d_hero_010q_attack1_hit_afk.bundle,48a18c8fa3e9174ce9b8d301a004ef67.bundle,32000,files\yoo\Default\BundleFiles\48\48a18c8fa3e9174ce9b8d301a004ef67\__data,True,True,
218,Assets/Game/RawAssets/Prefabs/3d/hero_010q_attack1_shifa.prefab,,173,assets_game_rawassets_prefabs_3d_hero_010q_attack1_shifa.bundle,5d8a3a8d4cd50a846706446cc367ff3b.bundle,32995,files\yoo\Default\BundleFiles\5d\5d8a3a8d4cd50a846706446cc367ff3b\__data,True,True,
219,Assets/Game/RawAssets/Prefabs/3d/hero_010q_skill_1.prefab,,174,assets_game_rawassets_prefabs_3d_hero_010q_skill_1.bundle,30359c168d40f79d3fefa73dc72c75e7.bundle,48005,files\yoo\Default\BundleFiles\30\30359c168d40f79d3fefa73dc72c75e7\__data,True,True,
220,Assets/Game/RawAssets/Prefabs/3d/hero_010q_skill_2 1.prefab,,176,assets_game_rawassets_prefabs_3d_hero_010q_skill_2_1.bundle,7409b7720f6be5f52f87d2fce9cecf39.bundle,38276,files\yoo\Default\BundleFiles\74\7409b7720f6be5f52f87d2fce9cecf39\__data,True,True,
221,Assets/Game/RawAssets/Prefabs/3d/hero_010q_skill_2.prefab,,175,assets_game_rawassets_prefabs_3d_hero_010q_skill_2.bundle,35bb2a66503daaac1b9346a7fdb6f162.bundle,37561,files\yoo\Default\BundleFiles\35\35bb2a66503daaac1b9346a7fdb6f162\__data,True,True,
222,Assets/Game/RawAssets/Prefabs/3d/hero_010q_skill_2_hit 1.prefab,,178,assets_game_rawassets_prefabs_3d_hero_010q_skill_2_hit_1.bundle,fe8acbb1933aeb5cdef4ab822c3dc29f.bundle,35385,files\yoo\Default\BundleFiles\fe\fe8acbb1933aeb5cdef4ab822c3dc29f\__data,True,True,
223,Assets/Game/RawAssets/Prefabs/3d/hero_010q_skill_2_hit.prefab,,177,assets_game_rawassets_prefabs_3d_hero_010q_skill_2_hit.bundle,b61ac4c5b9f029ba0defa64ad7cdd58c.bundle,34695,files\yoo\Default\BundleFiles\b6\b61ac4c5b9f029ba0defa64ad7cdd58c\__data,True,True,
224,Assets/Game/RawAssets/Prefabs/3d/hero_010q_skill_3.prefab,,179,assets_game_rawassets_prefabs_3d_hero_010q_skill_3.bundle,7b303f67b20566ffb16de4067b0ac7db.bundle,32895,files\yoo\Default\BundleFiles\7b\7b303f67b20566ffb16de4067b0ac7db\__data,True,True,
225,Assets/Game/RawAssets/Prefabs/3d/hero_011q_attack.prefab,,180,assets_game_rawassets_prefabs_3d_hero_011q_attack.bundle,c26790532257b00ba59da8d8fe4f3aa8.bundle,32430,files\yoo\Default\BundleFiles\c2\c26790532257b00ba59da8d8fe4f3aa8\__data,True,True,
226,Assets/Game/RawAssets/Prefabs/3d/hero_011q_attack1_dandao.prefab,,181,assets_game_rawassets_prefabs_3d_hero_011q_attack1_dandao.bundle,8c18820a9165dd9d604a6409c905c2ce.bundle,30477,files\yoo\Default\BundleFiles\8c\8c18820a9165dd9d604a6409c905c2ce\__data,True,True,
227,Assets/Game/RawAssets/Prefabs/3d/hero_011q_attack1_hit.prefab,,182,assets_game_rawassets_prefabs_3d_hero_011q_attack1_hit.bundle,aeb3b4f9883ac7fc1047a052b245a163.bundle,31240,files\yoo\Default\BundleFiles\ae\aeb3b4f9883ac7fc1047a052b245a163\__data,True,True,
228,Assets/Game/RawAssets/Prefabs/3d/hero_011q_attack1_hit_afk.prefab,,183,assets_game_rawassets_prefabs_3d_hero_011q_attack1_hit_afk.bundle,5aa534e3437f78deb88f2e813355e70c.bundle,31363,files\yoo\Default\BundleFiles\5a\5aa534e3437f78deb88f2e813355e70c\__data,True,True,
229,Assets/Game/RawAssets/Prefabs/3d/hero_011q_attack1_shifa.prefab,,184,assets_game_rawassets_prefabs_3d_hero_011q_attack1_shifa.bundle,2997741ecf0d88aa0c932210172f9e15.bundle,30196,files\yoo\Default\BundleFiles\29\2997741ecf0d88aa0c932210172f9e15\__data,True,True,
230,Assets/Game/RawAssets/Prefabs/3d/hero_011q_skill_1.prefab,,185,assets_game_rawassets_prefabs_3d_hero_011q_skill_1.bundle,fece11e8e3809b8ab7ed10ff48e4618a.bundle,47192,files\yoo\Default\BundleFiles\fe\fece11e8e3809b8ab7ed10ff48e4618a\__data,True,True,
231,Assets/Game/RawAssets/Prefabs/3d/hero_011q_skill_1_start.prefab,,186,assets_game_rawassets_prefabs_3d_hero_011q_skill_1_start.bundle,75213a9ce576a7bb7de11e058b9c2ec3.bundle,41263,files\yoo\Default\BundleFiles\75\75213a9ce576a7bb7de11e058b9c2ec3\__data,True,True,
232,Assets/Game/RawAssets/Prefabs/3d/hero_011q_skill_2.prefab,,187,assets_game_rawassets_prefabs_3d_hero_011q_skill_2.bundle,daa1a1da3fd957a9841f2379a42ff5da.bundle,46604,files\yoo\Default\BundleFiles\da\daa1a1da3fd957a9841f2379a42ff5da\__data,True,True,
233,Assets/Game/RawAssets/Prefabs/3d/hero_011q_skill_2_dandao.prefab,,188,assets_game_rawassets_prefabs_3d_hero_011q_skill_2_dandao.bundle,86d5aadef20753806412438664271934.bundle,29828,files\yoo\Default\BundleFiles\86\86d5aadef20753806412438664271934\__data,True,True,
234,Assets/Game/RawAssets/Prefabs/3d/hero_011q_skill_2_hit.prefab,,189,assets_game_rawassets_prefabs_3d_hero_011q_skill_2_hit.bundle,65d4306e1fb8025a013d37a36de5eb36.bundle,32660,files\yoo\Default\BundleFiles\65\65d4306e1fb8025a013d37a36de5eb36\__data,True,True,
235,Assets/Game/RawAssets/Prefabs/3d/hero_011q_skill_2_shifa.prefab,,190,assets_game_rawassets_prefabs_3d_hero_011q_skill_2_shifa.bundle,eae7fac488b6fc8ce0fdc84f22ecd928.bundle,43306,files\yoo\Default\BundleFiles\ea\eae7fac488b6fc8ce0fdc84f22ecd928\__data,True,True,
236,Assets/Game/RawAssets/Prefabs/3d/hero_011q_skill_3.prefab,,191,assets_game_rawassets_prefabs_3d_hero_011q_skill_3.bundle,96a64839c172af3622f1828240e77f00.bundle,31646,files\yoo\Default\BundleFiles\96\96a64839c172af3622f1828240e77f00\__data,True,True,
237,Assets/Game/RawAssets/Prefabs/3d/hero_012q_attack.prefab,,192,assets_game_rawassets_prefabs_3d_hero_012q_attack.bundle,f3c025bfe3d8d3c8f716634f565a3bc1.bundle,32350,files\yoo\Default\BundleFiles\f3\f3c025bfe3d8d3c8f716634f565a3bc1\__data,True,True,
238,Assets/Game/RawAssets/Prefabs/3d/hero_012q_attack1_dandao.prefab,,193,assets_game_rawassets_prefabs_3d_hero_012q_attack1_dandao.bundle,224b566d86a5a870d2a773a504b58949.bundle,29878,files\yoo\Default\BundleFiles\22\224b566d86a5a870d2a773a504b58949\__data,True,True,
239,Assets/Game/RawAssets/Prefabs/3d/hero_012q_attack1_hit.prefab,,194,assets_game_rawassets_prefabs_3d_hero_012q_attack1_hit.bundle,a7028651a6573944dd12db672eab8e32.bundle,29161,files\yoo\Default\BundleFiles\a7\a7028651a6573944dd12db672eab8e32\__data,True,True,
240,Assets/Game/RawAssets/Prefabs/3d/hero_012q_attack1_shifa.prefab,,195,assets_game_rawassets_prefabs_3d_hero_012q_attack1_shifa.bundle,4a4235980687d298fee7b5a2423a0436.bundle,30060,files\yoo\Default\BundleFiles\4a\4a4235980687d298fee7b5a2423a0436\__data,True,True,
241,Assets/Game/RawAssets/Prefabs/3d/hero_012q_skill_1.prefab,,196,assets_game_rawassets_prefabs_3d_hero_012q_skill_1.bundle,eb480813741dc0fb605dc23d5818cec7.bundle,50980,files\yoo\Default\BundleFiles\eb\eb480813741dc0fb605dc23d5818cec7\__data,True,True,
242,Assets/Game/RawAssets/Prefabs/3d/hero_012q_skill_1_start.prefab,,197,assets_game_rawassets_prefabs_3d_hero_012q_skill_1_start.bundle,de8699105de01ac21fd8aadc7d5d57aa.bundle,29208,files\yoo\Default\BundleFiles\de\de8699105de01ac21fd8aadc7d5d57aa\__data,True,True,
243,Assets/Game/RawAssets/Prefabs/3d/hero_012q_skill_2.prefab,,198,assets_game_rawassets_prefabs_3d_hero_012q_skill_2.bundle,7dd4c251ca25464d841875812c464d38.bundle,43276,files\yoo\Default\BundleFiles\7d\7dd4c251ca25464d841875812c464d38\__data,True,True,
244,Assets/Game/RawAssets/Prefabs/3d/hero_013q_attack.prefab,,199,assets_game_rawassets_prefabs_3d_hero_013q_attack.bundle,563ba57465798647035eab55bce91e50.bundle,35154,files\yoo\Default\BundleFiles\56\563ba57465798647035eab55bce91e50\__data,True,True,
245,Assets/Game/RawAssets/Prefabs/3d/hero_013q_attack1_dandao.prefab,,200,assets_game_rawassets_prefabs_3d_hero_013q_attack1_dandao.bundle,803308f337cc637deb5c60c6bc4b7d20.bundle,31902,files\yoo\Default\BundleFiles\80\803308f337cc637deb5c60c6bc4b7d20\__data,True,True,
246,Assets/Game/RawAssets/Prefabs/3d/hero_013q_attack1_hit.prefab,,201,assets_game_rawassets_prefabs_3d_hero_013q_attack1_hit.bundle,f3941d6c3e194147c650fafd14bd0b3e.bundle,32756,files\yoo\Default\BundleFiles\f3\f3941d6c3e194147c650fafd14bd0b3e\__data,True,True,
247,Assets/Game/RawAssets/Prefabs/3d/hero_013q_attack1_hit_afk.prefab,,202,assets_game_rawassets_prefabs_3d_hero_013q_attack1_hit_afk.bundle,f82c76672abdd8112ec09a416814f846.bundle,33199,files\yoo\Default\BundleFiles\f8\f82c76672abdd8112ec09a416814f846\__data,True,True,
248,Assets/Game/RawAssets/Prefabs/3d/hero_013q_attack1_shifa.prefab,,203,assets_game_rawassets_prefabs_3d_hero_013q_attack1_shifa.bundle,8cfe4c8b20e6a27eda6af2f07282bd25.bundle,32964,files\yoo\Default\BundleFiles\8c\8cfe4c8b20e6a27eda6af2f07282bd25\__data,True,True,
249,Assets/Game/RawAssets/Prefabs/3d/hero_013q_skill_1.prefab,,204,assets_game_rawassets_prefabs_3d_hero_013q_skill_1.bundle,468e8753bd5e0a5b23d647647b9792d0.bundle,45162,files\yoo\Default\BundleFiles\46\468e8753bd5e0a5b23d647647b9792d0\__data,True,True,
250,Assets/Game/RawAssets/Prefabs/3d/hero_013q_skill_2.prefab,,205,assets_game_rawassets_prefabs_3d_hero_013q_skill_2.bundle,86b30263587557025fe678ff2ab8b096.bundle,41959,files\yoo\Default\BundleFiles\86\86b30263587557025fe678ff2ab8b096\__data,True,True,
251,Assets/Game/RawAssets/Prefabs/3d/hero_013q_skill_3.prefab,,206,assets_game_rawassets_prefabs_3d_hero_013q_skill_3.bundle,08ccfb8bee31c157c2a7d534df1f906f.bundle,35053,files\yoo\Default\BundleFiles\08\08ccfb8bee31c157c2a7d534df1f906f\__data,True,True,
252,Assets/Game/RawAssets/Prefabs/3d/hero_014q_attack.prefab,,207,assets_game_rawassets_prefabs_3d_hero_014q_attack.bundle,3e054f83718e43ea8af6ea6cad7df2ff.bundle,32843,files\yoo\Default\BundleFiles\3e\3e054f83718e43ea8af6ea6cad7df2ff\__data,True,True,
253,Assets/Game/RawAssets/Prefabs/3d/hero_014q_attack1_hit.prefab,,208,assets_game_rawassets_prefabs_3d_hero_014q_attack1_hit.bundle,84e8ca30c191002762efff584d571837.bundle,33761,files\yoo\Default\BundleFiles\84\84e8ca30c191002762efff584d571837\__data,True,True,
254,Assets/Game/RawAssets/Prefabs/3d/hero_014q_attack1_hit_afk.prefab,,209,assets_game_rawassets_prefabs_3d_hero_014q_attack1_hit_afk.bundle,a150fe343d287641f03465e25bd2d62d.bundle,32739,files\yoo\Default\BundleFiles\a1\a150fe343d287641f03465e25bd2d62d\__data,True,True,
255,Assets/Game/RawAssets/Prefabs/3d/hero_014q_attack1_shifa.prefab,,210,assets_game_rawassets_prefabs_3d_hero_014q_attack1_shifa.bundle,747b8d4cbcc21bfa5c8309bb2ce5d740.bundle,29406,files\yoo\Default\BundleFiles\74\747b8d4cbcc21bfa5c8309bb2ce5d740\__data,True,True,
256,Assets/Game/RawAssets/Prefabs/3d/hero_014q_skill_1.prefab,,211,assets_game_rawassets_prefabs_3d_hero_014q_skill_1.bundle,1bb1403f3091a461f95fd96fe353ddb2.bundle,52117,files\yoo\Default\BundleFiles\1b\1bb1403f3091a461f95fd96fe353ddb2\__data,True,True,
257,Assets/Game/RawAssets/Prefabs/3d/hero_014q_skill_1_start.prefab,,212,assets_game_rawassets_prefabs_3d_hero_014q_skill_1_start.bundle,392f01cc7f2fff27c877af0669da8add.bundle,56116,files\yoo\Default\BundleFiles\39\392f01cc7f2fff27c877af0669da8add\__data,True,True,
258,Assets/Game/RawAssets/Prefabs/3d/hero_014q_skill_2.prefab,,213,assets_game_rawassets_prefabs_3d_hero_014q_skill_2.bundle,8cb0c3b9f0056c671911a30dc0b6bf79.bundle,54574,files\yoo\Default\BundleFiles\8c\8cb0c3b9f0056c671911a30dc0b6bf79\__data,True,True,
259,Assets/Game/RawAssets/Prefabs/3d/hero_015q_attack.prefab,,214,assets_game_rawassets_prefabs_3d_hero_015q_attack.bundle,07040ab1bc79989aeb9cc3e149aa8467.bundle,33980,files\yoo\Default\BundleFiles\07\07040ab1bc79989aeb9cc3e149aa8467\__data,True,True,
260,Assets/Game/RawAssets/Prefabs/3d/hero_015q_attack1_dandao.prefab,,215,assets_game_rawassets_prefabs_3d_hero_015q_attack1_dandao.bundle,46b06ef87f8115c4e39d9e6a3170ef97.bundle,30195,files\yoo\Default\BundleFiles\46\46b06ef87f8115c4e39d9e6a3170ef97\__data,True,True,
261,Assets/Game/RawAssets/Prefabs/3d/hero_015q_attack1_hit.prefab,,216,assets_game_rawassets_prefabs_3d_hero_015q_attack1_hit.bundle,651b2d9f4585dfb5f978bb6d0ccc7718.bundle,29640,files\yoo\Default\BundleFiles\65\651b2d9f4585dfb5f978bb6d0ccc7718\__data,True,True,
262,Assets/Game/RawAssets/Prefabs/3d/hero_015q_attack1_hit_afk.prefab,,217,assets_game_rawassets_prefabs_3d_hero_015q_attack1_hit_afk.bundle,feb6c8fffc4a2ec3e2818dd67b2f8092.bundle,29644,files\yoo\Default\BundleFiles\fe\feb6c8fffc4a2ec3e2818dd67b2f8092\__data,True,True,
263,Assets/Game/RawAssets/Prefabs/3d/hero_015q_attack1_shifa.prefab,,218,assets_game_rawassets_prefabs_3d_hero_015q_attack1_shifa.bundle,6ce4cd92195e6e32d38ee47ede11db2d.bundle,32777,files\yoo\Default\BundleFiles\6c\6ce4cd92195e6e32d38ee47ede11db2d\__data,True,True,
264,Assets/Game/RawAssets/Prefabs/3d/hero_015q_skill_1.prefab,,219,assets_game_rawassets_prefabs_3d_hero_015q_skill_1.bundle,67044c6a1d7530f99ed8dbd253ea6ca2.bundle,45071,files\yoo\Default\BundleFiles\67\67044c6a1d7530f99ed8dbd253ea6ca2\__data,True,True,
265,Assets/Game/RawAssets/Prefabs/3d/hero_015q_skill_2.prefab,,220,assets_game_rawassets_prefabs_3d_hero_015q_skill_2.bundle,80b433f61c8439788a8e4626c2ed810b.bundle,48315,files\yoo\Default\BundleFiles\80\80b433f61c8439788a8e4626c2ed810b\__data,True,True,
266,Assets/Game/RawAssets/Prefabs/3d/hero_016q_attack.prefab,,221,assets_game_rawassets_prefabs_3d_hero_016q_attack.bundle,82c24bc35c883575094a84513a259ec3.bundle,37456,files\yoo\Default\BundleFiles\82\82c24bc35c883575094a84513a259ec3\__data,True,True,
